user_id,name,age,gender,country,profession,education_level,marital_status,income_level,health_score,sleep_hours,diet_quality,physical_activity,spiritual_practice,personality_type,introversion_score,discipline_score,risk_tolerance,life_satisfaction,created_at
90837,User_090837,46,Male,Thailand,Sales,Bachelor,Married,85351.93,97.7,7.9,64.7,7.5,43.9,ESTP,59.6,62.1,19.3,90.1,2025-08-07
90838,User_090838,54,Male,Colombia,Writer,No formal,Married,23300.96,86.3,7.8,80.8,61.7,33.7,ISFP,55.7,66.5,41.1,74.8,2024-04-30
90839,User_090839,49,Female,USA,Sales,Higher Secondary,Married,61778.55,100.0,6.9,63.0,49.4,21.6,ESTJ,58.4,73.1,33.8,72.1,2025-07-28
90840,User_090840,44,Female,New Zealand,Doctor,Bachelor,Divorced,76788.18,87.4,6.1,76.5,71.7,40.9,ENTJ,68.8,24.6,39.4,67.0,2024-06-03
90841,User_090841,32,Female,Iran,IT Professional,Secondary,Single,29913.31,100.0,6.1,53.6,60.1,43.7,ISFJ,37.8,61.9,68.4,80.7,2024-09-26
90842,User_090842,52,Female,Indonesia,IT Professional,Master,Widowed,41069.13,100.0,6.4,83.1,50.1,39.0,ESTP,70.6,56.8,15.3,79.3,2025-12-25
90843,User_090843,56,Male,USA,Athlete,Secondary,Single,59970.79,100.0,7.6,70.4,63.9,7.7,ESFP,57.2,76.8,75.4,73.2,2024-04-26
90844,User_090844,61,Female,India,Unemployed,Bachelor,Single,22364.13,86.1,6.9,73.5,28.4,58.5,ISFJ,36.3,54.7,26.2,69.1,2025-02-20
90845,User_090845,45,Male,Japan,Sales,Secondary,Single,36529.21,95.0,7.9,68.2,68.0,16.9,ENTP,22.2,41.7,65.2,52.7,2024-03-27
90846,User_090846,58,Male,Iran,Doctor,Bachelor,Single,46985.15,94.5,6.2,75.2,45.4,71.3,ISTP,23.8,74.4,35.5,81.3,2024-06-28
90847,User_090847,42,Male,China,Manager,Master,Married,51214.85,100.0,6.3,55.5,60.2,65.9,ENTP,71.0,65.6,46.3,88.9,2025-04-07
90848,User_090848,52,Male,China,Unemployed,No formal,Married,14914.31,99.9,7.4,78.9,97.3,56.3,INFJ,54.4,67.9,14.6,100.0,2024-02-29
90849,User_090849,33,Female,China,Sales,Bachelor,Single,32481.6,100.0,6.4,86.5,49.7,45.6,ISTJ,28.2,46.7,18.9,80.2,2025-05-18
90850,User_090850,50,Male,India,Engineer,Secondary,Married,55102.82,100.0,7.3,59.2,72.6,34.4,INTP,77.7,70.5,37.3,76.2,2024-10-25
90851,User_090851,71,Female,Cambodia,Student,Master,Married,63358.0,95.1,10.1,81.8,79.2,10.9,INTP,34.8,62.8,24.9,85.4,2024-02-18
90852,User_090852,83,Male,India,IT Professional,Secondary,Single,46930.08,63.7,5.5,81.7,15.2,32.7,ISTJ,59.0,27.7,41.4,67.1,2025-08-30
90853,User_090853,46,Female,China,Artist,Higher Secondary,Married,44543.76,94.2,7.6,40.6,39.0,49.7,ESTJ,42.5,33.1,39.2,84.7,2024-04-25
90854,User_090854,23,Male,Brazil,Sales,Secondary,Married,21564.63,95.2,7.1,56.9,80.4,39.2,ISFJ,62.5,42.5,60.3,68.7,2024-03-10
90855,User_090855,24,Male,Bangladesh,Business Owner,No formal,Single,16462.58,94.0,7.9,81.5,60.9,50.2,INFP,45.4,60.5,50.0,82.7,2024-12-27
90856,User_090856,48,Female,China,Sales,Master,Married,34646.12,100.0,7.6,85.0,66.2,64.2,INFJ,28.1,57.1,72.2,80.4,2024-01-26
90857,User_090857,43,Female,India,Student,Higher Secondary,Single,30449.28,96.1,6.3,54.5,68.8,8.2,ESTJ,53.2,57.5,72.5,74.4,2024-07-18
90858,User_090858,44,Male,India,Manager,Bachelor,Single,62913.43,96.7,5.9,81.3,57.2,59.6,INTJ,27.8,73.8,30.6,100.0,2024-09-23
90859,User_090859,57,Male,Germany,Doctor,Bachelor,Single,45116.34,94.5,6.7,39.5,28.6,33.9,ESFP,62.0,68.9,38.3,70.1,2025-10-09
90860,User_090860,48,Female,Pakistan,Unemployed,Secondary,Married,85639.28,100.0,8.1,60.4,46.4,71.7,INFP,21.3,48.0,58.0,87.8,2025-08-11
90861,User_090861,57,Male,Philippines,Nurse,Higher Secondary,Married,14372.61,88.5,7.1,40.1,85.4,19.0,ENFP,43.6,63.1,22.8,77.9,2024-01-21
90862,User_090862,35,Female,India,Service,Secondary,Single,15742.59,88.5,5.7,83.1,70.0,51.2,ISTP,9.5,42.6,33.6,80.8,2025-03-23
90863,User_090863,79,Female,India,Retired,Bachelor,Married,74627.99,85.9,8.6,50.8,45.5,42.9,INFJ,41.7,78.5,35.2,61.9,2024-02-18
90864,User_090864,41,Female,Vietnam,Doctor,Primary,Married,18152.74,100.0,7.9,44.4,50.6,62.4,ISFP,38.3,46.8,38.0,68.9,2025-05-06
90865,User_090865,78,Female,China,Freelancer,Secondary,Married,61688.55,80.9,7.6,50.1,60.2,37.6,ENFP,27.0,47.3,42.5,76.9,2024-11-02
90866,User_090866,52,Female,Malaysia,Athlete,Master,Married,118352.82,100.0,8.9,37.2,51.0,27.9,ENFP,49.3,64.0,8.9,81.5,2024-01-18
90867,User_090867,43,Male,Egypt,Athlete,Primary,Single,54331.87,90.3,7.9,77.3,42.2,72.8,ENTP,51.4,58.8,29.1,67.6,2025-09-29
90868,User_090868,64,Male,India,Manager,Primary,Single,21599.51,98.6,8.5,81.3,66.4,37.6,ENFJ,32.0,81.9,47.4,59.6,2024-06-12
90869,User_090869,37,Female,India,Doctor,Bachelor,Married,26154.69,100.0,8.9,58.4,100.0,46.9,ESTJ,82.5,63.1,22.5,83.8,2025-05-02
90870,User_090870,78,Female,Ukraine,Writer,Bachelor,Married,181277.87,83.7,10.3,69.9,5.2,39.9,INFP,58.7,75.6,65.6,76.2,2025-07-30
90871,User_090871,59,Female,China,Manager,Bachelor,Widowed,21850.32,100.0,8.7,92.9,52.0,29.2,ESFP,49.5,76.6,61.7,67.5,2025-02-06
90872,User_090872,52,Male,Iran,IT Professional,Primary,Single,51133.33,100.0,6.1,61.0,58.3,23.4,ISFJ,23.9,69.3,46.9,84.7,2024-06-10
90873,User_090873,36,Male,UK,Sales,Secondary,Single,36707.24,100.0,8.6,75.5,58.2,33.2,ENFP,48.3,78.3,30.6,77.1,2024-06-01
90874,User_090874,48,Male,India,Unemployed,Bachelor,Married,87642.36,92.5,7.8,60.2,39.3,68.9,ESFJ,47.7,16.2,9.6,97.7,2024-08-17
90875,User_090875,63,Male,India,Retired,Master,Widowed,52558.9,72.9,7.4,55.2,58.9,11.7,ENFJ,54.7,33.9,42.1,64.8,2025-01-01
90876,User_090876,42,Male,India,Sales,Bachelor,Single,22082.63,73.0,5.8,58.0,74.3,55.6,ISTJ,45.9,44.0,27.9,62.6,2025-11-08
90877,User_090877,45,Male,Malaysia,Athlete,Bachelor,Single,74709.14,100.0,7.9,74.3,67.7,10.1,ISFJ,65.0,73.0,29.9,74.9,2025-11-17
90878,User_090878,66,Female,Turkey,Researcher,No formal,Single,20336.37,91.1,8.5,78.0,72.7,12.3,ISFP,31.9,34.4,31.5,85.8,2024-12-19
90879,User_090879,45,Female,Indonesia,Freelancer,Bachelor,Single,48972.36,100.0,9.3,58.4,45.6,58.2,ISTP,77.1,52.0,25.4,99.5,2025-05-14
90880,User_090880,31,Female,China,Service,Secondary,Single,24449.21,100.0,5.1,75.7,90.1,58.6,ESFP,54.9,44.5,17.5,75.7,2024-09-27
90881,User_090881,43,Female,UK,Engineer,Higher Secondary,Married,43077.47,100.0,7.5,65.3,43.9,4.2,INTJ,33.6,64.9,18.1,84.4,2024-11-19
90882,User_090882,51,Female,Indonesia,Athlete,PhD,Single,130109.03,100.0,5.9,67.0,28.9,59.6,ENTJ,71.1,70.8,62.7,89.2,2025-12-23
90883,User_090883,41,Male,Bangladesh,Manager,Master,Single,47218.9,100.0,8.2,59.0,72.9,55.0,INFP,59.8,56.5,61.2,90.1,2024-06-17
90884,User_090884,71,Male,China,Writer,Primary,Married,43929.73,99.5,8.5,82.4,47.6,8.2,INTJ,47.6,79.0,28.9,76.1,2024-07-14
90885,User_090885,61,Male,India,Homemaker,Bachelor,Widowed,47642.63,96.1,7.4,64.7,54.3,93.7,ENFP,44.7,59.1,12.8,83.6,2025-11-03
90886,User_090886,49,Male,Indonesia,Sales,Bachelor,Married,54444.99,100.0,6.0,91.7,30.7,53.3,ISTP,72.5,82.5,43.7,91.3,2025-09-15
90887,User_090887,50,Male,China,Homemaker,Master,Married,71577.89,97.9,7.3,47.0,38.9,68.9,INFP,77.2,76.6,56.9,84.7,2025-11-28
90888,User_090888,81,Male,Iran,Manager,Secondary,Married,39521.57,88.1,8.1,71.9,52.1,69.5,INTP,17.0,71.2,28.9,75.8,2024-04-18
90889,User_090889,53,Male,Iran,Student,Higher Secondary,Married,92503.72,100.0,8.4,88.0,35.0,29.0,ESFP,52.4,67.0,25.7,87.3,2024-05-18
90890,User_090890,52,Male,Sri Lanka,Doctor,Higher Secondary,Single,48644.27,96.4,5.1,67.7,28.1,64.2,ISFJ,87.3,79.0,27.8,90.5,2025-06-20
90891,User_090891,42,Female,China,Service,Bachelor,Married,205916.18,100.0,6.4,66.8,54.2,16.5,ISFP,23.4,68.7,34.9,80.4,2024-04-08
90892,User_090892,51,Non-binary,Pakistan,Writer,Higher Secondary,Single,35702.32,96.4,7.6,87.2,84.0,48.6,ISTP,26.5,65.2,40.5,81.8,2025-03-31
90893,User_090893,45,Non-binary,DR Congo,Farmer,Bachelor,Single,61440.68,100.0,8.6,74.1,68.7,10.9,ESTJ,62.9,44.5,35.3,76.7,2025-11-29
90894,User_090894,65,Female,India,Doctor,Master,Widowed,61335.83,86.6,7.5,60.8,69.6,19.1,ISTJ,46.7,76.4,20.7,80.9,2024-05-29
90895,User_090895,47,Female,China,Engineer,Bachelor,Single,62837.02,91.7,6.0,88.7,58.5,56.6,INTP,74.2,74.4,46.6,92.9,2025-03-06
90896,User_090896,49,Male,Australia,Service,Higher Secondary,Married,71423.05,100.0,8.4,66.0,63.5,57.4,ENTP,63.9,58.3,6.9,82.0,2024-08-29
90897,User_090897,46,Female,Brazil,Student,PhD,Married,86654.77,100.0,9.7,37.6,15.8,29.4,ENTJ,50.6,63.4,19.8,84.6,2025-12-04
90898,User_090898,42,Female,Ethiopia,Sales,Bachelor,Single,50726.22,99.6,7.6,55.9,34.7,47.1,INFJ,54.1,60.0,53.5,78.8,2024-11-11
90899,User_090899,71,Female,China,Service,Bachelor,Married,67887.8,97.8,7.4,80.5,62.1,42.7,ISTP,73.7,37.0,37.5,62.3,2025-04-05
90900,User_090900,52,Male,India,Engineer,Bachelor,Married,40046.69,95.7,6.4,52.1,32.4,61.5,ISFJ,49.6,43.4,16.2,61.3,2024-12-20
90901,User_090901,70,Male,Brazil,Engineer,Bachelor,Married,31122.7,100.0,4.7,60.0,17.1,46.6,ISFP,51.6,46.3,37.7,90.6,2024-02-09
90902,User_090902,61,Female,China,Athlete,Bachelor,Widowed,45244.38,97.5,8.2,62.1,40.4,5.4,INTP,56.7,56.1,45.1,55.3,2024-08-13
90903,User_090903,58,Female,India,Researcher,Bachelor,Single,39453.7,98.7,7.3,50.4,53.7,54.5,ENTP,60.6,86.3,19.6,75.8,2024-09-25
90904,User_090904,51,Female,China,Nurse,Secondary,Married,74006.04,91.8,5.7,54.0,57.9,61.7,INTJ,39.7,55.0,30.1,74.0,2024-02-20
90905,User_090905,69,Female,India,Sales,Secondary,Single,75886.62,82.9,5.1,67.5,27.4,62.3,ESFJ,29.2,57.8,45.5,71.6,2025-05-04
90906,User_090906,47,Male,Singapore,Sales,Primary,Married,40437.67,92.9,6.6,71.6,36.5,53.6,ENFJ,5.5,60.0,23.5,81.4,2024-05-05
90907,User_090907,49,Female,South Korea,Retired,Bachelor,Married,45323.13,96.6,8.8,68.7,63.5,37.1,INTJ,68.7,50.5,15.6,72.3,2025-03-08
90908,User_090908,28,Male,Bangladesh,Sales,Higher Secondary,Widowed,28152.8,100.0,6.7,76.0,63.0,58.9,ISFJ,36.8,81.2,25.5,79.4,2025-09-18
90909,User_090909,40,Male,Indonesia,Manager,Bachelor,Married,36644.93,96.2,7.3,59.6,18.3,55.2,INTP,60.7,51.3,54.8,77.1,2024-12-22
90910,User_090910,61,Female,India,Freelancer,Master,Single,60765.81,100.0,8.1,62.5,39.2,53.5,ENTJ,42.5,70.3,30.5,78.3,2024-02-21
90911,User_090911,59,Female,China,Student,Secondary,Single,43727.31,95.1,8.0,63.3,78.2,38.2,ESFP,74.4,42.3,15.0,78.9,2024-06-02
90912,User_090912,31,Male,Nigeria,Sales,PhD,Married,105874.31,100.0,6.6,61.2,47.6,51.9,INFP,63.0,64.6,54.6,81.1,2024-02-06
90913,User_090913,55,Male,Pakistan,Doctor,Master,Divorced,193901.48,100.0,6.2,85.0,44.6,35.6,ISFJ,50.3,59.4,47.2,93.8,2025-09-04
90914,User_090914,34,Female,Saudi Arabia,Manager,Primary,Married,13133.53,100.0,8.7,75.7,99.5,30.7,ENTP,80.2,53.4,51.0,74.8,2025-06-24
90915,User_090915,31,Female,Pakistan,Engineer,Bachelor,Married,48313.44,100.0,6.6,78.2,52.1,34.2,ISTP,37.8,60.0,70.0,64.3,2024-09-27
90916,User_090916,32,Male,USA,Homemaker,Master,Single,84193.63,96.4,9.1,77.1,100.0,64.8,ESFJ,57.3,72.6,52.2,86.6,2025-09-17
90917,User_090917,43,Female,Russia,Writer,Secondary,Single,29466.19,100.0,5.8,80.0,87.8,48.6,ESTJ,59.1,52.1,19.4,93.1,2024-09-01
90918,User_090918,45,Male,Indonesia,Freelancer,Higher Secondary,Married,21324.93,100.0,8.2,62.4,43.7,64.8,ESFJ,45.2,42.9,32.6,76.6,2024-06-27
90919,User_090919,78,Female,China,Teacher,Master,Married,77684.92,68.6,8.2,39.8,16.6,22.0,ENTJ,47.5,37.9,31.3,67.1,2024-06-19
90920,User_090920,40,Male,Poland,Retired,PhD,Single,57872.71,100.0,7.1,61.5,43.4,80.4,ENTP,29.7,38.4,21.9,70.2,2025-09-15
90921,User_090921,34,Male,China,Student,Secondary,Single,66956.39,94.5,6.0,70.6,73.3,64.9,ENTP,37.3,52.5,66.4,85.3,2024-02-04
90922,User_090922,55,Male,Indonesia,Engineer,No formal,Single,34827.18,100.0,4.6,70.3,58.8,52.4,ESFP,53.7,46.1,28.5,89.6,2025-11-26
90923,User_090923,57,Female,South Africa,Artist,Master,Married,68933.51,100.0,7.5,42.8,35.9,33.7,INFJ,76.2,62.3,7.4,100.0,2025-09-15
90924,User_090924,48,Male,Bangladesh,Homemaker,Higher Secondary,Married,39714.16,99.1,6.3,64.3,80.3,37.9,ENFJ,54.2,58.7,37.7,76.6,2024-12-10
90925,User_090925,30,Female,India,Teacher,Bachelor,Married,38707.46,100.0,6.3,100.0,71.1,54.3,ISTP,73.3,96.2,13.3,100.0,2024-02-14
90926,User_090926,72,Female,China,Unemployed,Secondary,Married,67984.04,95.8,5.4,60.0,65.5,58.3,ISFJ,69.9,64.0,42.6,87.6,2025-10-06
90927,User_090927,46,Male,USA,Homemaker,Master,Single,89925.72,96.4,7.7,15.4,62.1,72.3,ENFP,66.5,70.4,37.3,78.8,2024-01-07
90928,User_090928,29,Female,Malaysia,Researcher,Higher Secondary,Married,98023.82,100.0,7.5,95.3,16.2,67.4,ENFP,88.2,43.1,14.0,87.2,2024-02-19
90929,User_090929,65,Female,Indonesia,Unemployed,Secondary,Married,27826.02,88.3,7.7,34.2,40.4,23.7,ESFJ,36.4,58.1,62.6,87.8,2025-09-25
90930,User_090930,59,Male,Pakistan,Artist,Master,Married,164025.99,100.0,7.9,60.6,44.6,60.8,ESFP,53.1,55.8,42.5,63.8,2025-07-02
90931,User_090931,85,Male,Japan,Manager,Bachelor,Married,34603.27,82.0,7.8,58.0,26.6,79.2,ENTP,41.2,31.8,25.7,84.6,2024-03-27
90932,User_090932,45,Male,China,Service,Secondary,Married,41236.32,100.0,4.4,73.2,38.8,60.9,ISTP,50.6,72.1,64.4,90.4,2024-09-25
90933,User_090933,48,Male,China,Unemployed,Higher Secondary,Single,56046.56,98.8,7.4,95.6,59.9,18.6,INFP,45.6,83.6,16.5,60.2,2025-09-27
90934,User_090934,25,Female,India,Writer,Higher Secondary,Single,20763.33,99.3,5.9,100.0,15.9,33.1,ISTP,27.5,67.4,33.6,84.9,2025-01-10
90935,User_090935,49,Female,Nigeria,Writer,No formal,Single,33142.27,93.2,7.9,40.4,34.4,12.9,INFJ,49.9,21.0,33.6,61.1,2025-11-25
90936,User_090936,27,Male,India,Doctor,Higher Secondary,Married,54020.48,93.2,7.5,80.7,68.1,53.0,ENTJ,45.9,30.6,33.4,76.5,2025-08-04
90937,User_090937,59,Female,Japan,Service,Bachelor,Married,69874.67,98.9,8.9,84.7,92.3,57.2,ENFP,37.1,68.1,19.6,74.9,2025-12-05
90938,User_090938,46,Male,India,Doctor,Bachelor,Single,41742.81,100.0,9.1,54.0,58.9,33.4,INFJ,47.7,73.0,49.1,65.0,2025-11-03
90939,User_090939,38,Female,Nepal,Athlete,Bachelor,Single,51876.53,100.0,4.9,72.4,76.2,52.7,INFP,51.6,54.3,35.7,66.0,2025-09-20
90940,User_090940,57,Male,Vietnam,Service,Higher Secondary,Married,68925.46,96.4,7.0,42.8,57.7,34.4,ISTJ,68.0,44.5,37.9,64.2,2024-12-20
90941,User_090941,57,Male,Brazil,Nurse,Bachelor,Divorced,101015.73,88.5,5.2,60.2,29.7,89.6,ESTJ,70.1,68.3,43.2,94.4,2024-07-19
90942,User_090942,34,Male,India,Business Owner,Master,Single,21907.1,100.0,5.1,76.5,75.5,49.0,INTP,59.9,61.8,55.9,85.4,2024-08-26
90943,User_090943,34,Male,France,Doctor,Bachelor,Married,33867.14,100.0,8.4,60.8,75.6,51.1,ISTP,46.6,38.4,42.1,66.8,2024-03-06
90944,User_090944,38,Male,Brazil,Retired,No formal,Married,14218.1,100.0,7.7,76.2,49.9,0.0,ISFP,49.0,78.1,23.6,66.4,2024-07-08
90945,User_090945,43,Male,UK,Teacher,Secondary,Married,54736.04,99.3,7.0,94.3,53.8,36.7,ISFJ,55.4,33.9,15.2,69.9,2024-10-29
90946,User_090946,53,Female,Iran,IT Professional,Master,Single,92276.04,100.0,5.9,61.7,47.7,37.9,INTJ,40.2,59.7,28.4,80.4,2025-02-27
90947,User_090947,51,Male,Japan,Writer,Higher Secondary,Divorced,95837.96,89.9,8.5,82.8,67.0,32.0,INFP,61.5,36.3,44.1,66.5,2024-07-05
90948,User_090948,41,Male,China,Government,Primary,Married,37105.52,100.0,4.9,78.3,61.1,21.7,INFJ,61.4,68.1,19.4,71.0,2025-06-23
90949,User_090949,42,Male,India,Homemaker,Higher Secondary,Single,48964.4,91.0,7.9,67.7,16.8,43.6,ENFJ,62.5,44.7,48.9,70.1,2024-10-06
90950,User_090950,63,Male,USA,Freelancer,Secondary,Married,43786.8,88.1,8.0,74.0,46.4,4.2,ISTP,21.6,65.9,14.3,68.3,2025-06-24
90951,User_090951,85,Female,India,Doctor,Higher Secondary,Divorced,75414.67,95.9,7.2,64.1,52.3,65.7,INFJ,43.7,45.2,39.1,73.4,2025-03-05
90952,User_090952,43,Male,Russia,Researcher,Master,Married,74149.69,98.8,7.7,100.0,31.8,18.7,ENFP,21.9,45.9,28.6,75.4,2024-06-04
90953,User_090953,45,Female,Spain,Freelancer,Bachelor,Single,87485.87,99.3,7.2,71.3,42.9,61.3,INTJ,83.5,46.8,28.5,78.1,2025-01-31
90954,User_090954,70,Female,Pakistan,IT Professional,Bachelor,Single,82708.32,97.7,7.1,74.6,32.1,60.0,ENFP,44.4,47.2,44.1,89.8,2025-01-25
90955,User_090955,62,Female,China,Retired,Bachelor,Single,119204.21,91.8,7.7,82.4,78.3,17.9,ESFP,29.9,86.2,47.1,75.6,2025-02-16
90956,User_090956,64,Male,China,Government,Bachelor,Single,132947.22,91.2,6.5,66.1,46.5,48.6,ESTP,30.5,67.0,39.3,93.5,2025-08-13
90957,User_090957,43,Female,India,Teacher,Secondary,Single,53925.91,100.0,8.7,69.8,51.5,50.4,ENFP,37.6,62.8,32.9,82.7,2024-02-17
90958,User_090958,80,Female,Thailand,Artist,Secondary,Divorced,38535.94,81.6,7.1,69.5,50.6,35.6,INTP,52.6,61.9,23.3,79.8,2025-01-23
90959,User_090959,36,Male,China,IT Professional,Bachelor,Widowed,42393.07,100.0,7.7,73.3,55.7,56.0,INFJ,35.3,55.8,27.2,84.5,2024-03-12
90960,User_090960,35,Male,Spain,IT Professional,Secondary,Married,74572.29,100.0,7.2,71.3,67.9,29.1,INFJ,46.5,39.9,51.3,97.8,2025-01-12
90961,User_090961,53,Male,China,Student,Secondary,Married,39905.08,96.6,6.8,86.3,31.3,65.0,ISTP,44.7,36.7,41.2,72.5,2025-06-12
90962,User_090962,50,Male,Australia,Government,No formal,Married,20767.79,100.0,8.2,75.4,35.2,63.9,ESFP,70.2,65.5,8.7,61.7,2025-05-04
90963,User_090963,36,Male,Iran,Freelancer,Secondary,Single,55915.02,87.4,6.3,67.8,94.8,51.0,INFP,53.0,57.7,43.6,80.1,2025-05-13
90964,User_090964,68,Male,Pakistan,Manager,Higher Secondary,Single,59816.02,84.2,6.4,63.0,76.0,37.9,ENTJ,38.6,57.0,39.2,77.8,2025-05-07
90965,User_090965,55,Female,China,Business Owner,Secondary,Divorced,20961.8,100.0,4.6,71.5,60.2,71.1,INTP,73.2,70.2,38.0,88.0,2024-05-28
90966,User_090966,31,Male,Peru,Manager,Secondary,Single,48908.0,100.0,6.5,81.3,38.4,78.9,INFP,53.2,50.9,5.9,74.1,2025-08-02
90967,User_090967,50,Male,India,Engineer,Bachelor,Divorced,93077.36,100.0,7.3,63.0,82.0,41.4,ENTP,45.0,59.0,35.0,89.1,2024-07-22
90968,User_090968,69,Male,India,Artist,Higher Secondary,Married,27514.12,97.8,6.8,79.2,22.7,78.4,INTP,32.5,62.9,38.8,81.2,2025-06-19
90969,User_090969,46,Male,UAE,Retired,Master,Single,36888.05,100.0,9.6,80.0,47.5,0.5,ENTP,46.6,58.1,61.8,83.9,2025-04-01
90970,User_090970,67,Female,India,Government,Master,Divorced,67306.99,97.7,9.2,95.1,57.9,59.6,INTP,60.1,75.4,31.3,82.3,2024-04-23
90971,User_090971,36,Female,Argentina,Farmer,Secondary,Single,39315.34,99.6,7.3,64.9,65.9,21.1,ISTP,39.5,46.9,43.4,60.9,2024-09-30
90972,User_090972,34,Male,China,Researcher,Master,Single,32726.34,91.9,7.8,67.6,65.4,41.7,ENTP,35.8,65.3,25.7,70.5,2024-05-13
90973,User_090973,38,Male,Vietnam,Sales,Bachelor,Single,307705.1,100.0,6.5,58.9,61.6,70.9,ISFP,46.8,48.1,31.6,91.9,2024-02-08
90974,User_090974,51,Female,China,Freelancer,Secondary,Married,50174.19,85.1,7.4,71.6,86.0,50.2,ESFJ,51.3,47.5,38.1,93.6,2024-07-31
90975,User_090975,85,Female,India,Farmer,Higher Secondary,Married,28457.61,89.5,5.5,70.9,57.2,38.7,ESTJ,52.2,58.5,36.2,88.7,2024-09-30
90976,User_090976,29,Male,USA,Athlete,Higher Secondary,Married,28385.51,100.0,6.4,85.5,67.8,44.9,ISTP,62.2,81.8,46.1,84.2,2025-02-06
90977,User_090977,85,Male,China,Freelancer,Secondary,Married,34240.32,83.6,7.8,48.2,22.0,26.1,ISFJ,61.0,39.9,21.5,79.0,2024-08-14
90978,User_090978,32,Male,India,Athlete,Bachelor,Single,26609.07,83.4,5.7,73.5,83.3,67.4,INFJ,58.9,23.7,49.7,77.7,2024-08-05
90979,User_090979,45,Male,China,Doctor,Secondary,Divorced,131555.92,100.0,5.3,74.4,75.2,44.6,INTJ,11.2,92.7,45.5,94.0,2024-09-25
90980,User_090980,65,Female,Bangladesh,Government,Bachelor,Married,120326.01,85.3,8.1,56.0,7.1,73.3,ISTJ,53.6,37.3,28.9,60.3,2025-02-18
90981,User_090981,85,Female,Turkey,Retired,Bachelor,Married,38256.66,88.0,6.4,76.9,68.9,54.8,ESTJ,43.8,59.8,20.4,69.6,2024-12-02
90982,User_090982,32,Male,India,Retired,Bachelor,Married,28686.59,100.0,8.1,31.0,99.7,34.9,INTJ,60.3,56.6,17.6,82.5,2024-05-28
90983,User_090983,41,Female,Bangladesh,Freelancer,Higher Secondary,Married,74231.36,100.0,6.5,72.2,45.4,58.2,ESFP,34.9,64.4,28.1,81.4,2024-07-05
90984,User_090984,31,Male,South Korea,Teacher,Bachelor,Widowed,33151.21,97.9,6.7,65.9,68.7,10.2,ISFJ,38.1,56.9,52.8,70.7,2024-08-20
90985,User_090985,58,Male,Peru,Manager,Secondary,Divorced,97970.61,95.6,6.9,80.5,32.9,43.6,ESTJ,81.0,65.6,68.2,68.3,2024-02-17
90986,User_090986,25,Female,India,Researcher,Higher Secondary,Married,17489.01,100.0,6.2,62.6,74.8,65.9,ESTJ,41.3,71.6,52.1,67.4,2024-03-29
90987,User_090987,28,Female,India,Service,Bachelor,Single,43465.73,100.0,6.0,89.4,85.1,22.6,ESTP,62.1,59.4,25.7,82.3,2024-12-27
90988,User_090988,52,Male,China,Student,Bachelor,Single,86870.82,100.0,7.7,86.5,49.8,11.0,INFP,42.9,61.2,23.6,81.4,2025-04-11
90989,User_090989,62,Female,India,Teacher,Higher Secondary,Single,99668.35,94.0,7.2,51.6,76.5,36.7,ESFP,58.5,71.0,24.8,73.8,2024-05-11
90990,User_090990,37,Male,Pakistan,Homemaker,Primary,Married,44068.97,100.0,7.6,55.5,58.1,33.1,ESFP,60.0,73.1,45.5,77.3,2024-10-21
90991,User_090991,43,Male,India,Retired,Bachelor,Single,63775.32,100.0,8.0,49.3,72.9,50.1,ESFP,83.6,34.6,28.5,55.6,2025-11-23
90992,User_090992,62,Female,Nigeria,Retired,Bachelor,Married,84420.99,96.5,10.0,52.6,73.4,32.2,ESFJ,44.9,52.9,46.4,66.3,2024-10-27
90993,User_090993,35,Female,China,Teacher,Secondary,Married,26441.25,100.0,7.7,92.9,23.1,50.3,ISTP,61.7,32.7,39.6,100.0,2025-06-15
90994,User_090994,51,Female,China,Artist,Bachelor,Married,38764.94,100.0,7.5,63.6,52.3,45.5,ISFJ,35.6,69.6,50.8,76.2,2025-02-03
90995,User_090995,47,Male,Turkey,Researcher,Higher Secondary,Married,50483.33,100.0,9.0,96.8,63.9,50.4,ESFP,62.2,58.8,50.9,77.5,2025-09-29
90996,User_090996,78,Female,India,Freelancer,Secondary,Single,61359.11,93.1,5.6,76.3,9.2,30.3,ISTJ,69.6,47.6,72.7,79.0,2024-10-07
90997,User_090997,65,Male,Indonesia,Doctor,Primary,Single,72643.54,81.3,8.6,52.7,35.2,56.0,ENTJ,55.3,42.2,29.5,70.9,2024-11-25
90998,User_090998,54,Male,UK,Government,Primary,Married,17889.63,91.1,6.7,53.8,9.3,35.8,ENTJ,50.2,28.9,35.7,72.5,2025-04-23
90999,User_090999,42,Male,China,Service,Master,Divorced,63645.32,86.0,8.5,63.8,53.9,54.1,ESFJ,64.9,34.9,36.4,80.4,2024-07-13
91000,User_091000,47,Male,DR Congo,Business Owner,Bachelor,Married,57942.67,100.0,6.7,100.0,89.0,38.9,ENFJ,67.3,76.4,21.8,84.3,2025-12-19
91001,User_091001,46,Male,India,Engineer,Master,Single,27031.95,95.2,8.7,58.9,53.4,31.8,ENTP,32.2,68.7,26.0,62.8,2024-04-18
91002,User_091002,85,Female,China,Sales,Secondary,Married,20343.0,91.4,6.6,58.3,67.0,49.2,ESTP,63.2,62.6,5.6,76.1,2025-03-22
91003,User_091003,37,Male,USA,Nurse,Bachelor,Married,75081.23,97.2,8.2,89.7,36.9,49.2,ENTP,56.5,53.8,42.7,78.2,2025-05-10
