pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
94334,94334,60.8,58.7,47.7,55.7,64.4,60.9,41.0,22.0,Social,Directive,Lateral,Multimodal,50.9,48.7,53.5,83.1,45.4,2025-06-30
94335,94335,62.3,45.6,64.0,50.9,52.3,81.1,26.3,56.7,Social,Conceptual,Linear,Reading/Writing,43.1,82.2,56.2,55.6,53.7,2025-06-30
94336,94336,43.9,59.0,35.3,54.6,62.1,67.7,33.7,40.7,Emotion-focused,Conceptual,Creative,Auditory,30.1,49.6,14.4,51.4,48.1,2025-06-30
94337,94337,84.7,86.2,32.7,83.2,36.9,45.7,61.0,82.2,Problem-focused,Behavioral,Systems,Kinesthetic,30.8,51.2,21.7,49.9,63.3,2025-06-30
94338,94338,65.4,83.0,49.5,75.0,71.9,28.4,68.1,39.0,Mixed,Behavioral,Critical,Visual,46.1,42.4,65.2,56.8,55.9,2025-06-30
94339,94339,46.5,31.0,89.5,31.0,91.7,100.0,1.7,50.8,Problem-focused,Analytical,Critical,Auditory,31.0,62.8,61.1,55.2,49.7,2025-06-30
94340,94340,65.7,79.9,50.1,64.2,72.3,55.7,44.3,62.0,Emotion-focused,Directive,Lateral,Multimodal,20.6,51.1,79.8,46.9,66.0,2025-06-30
94341,94341,52.9,56.3,59.6,55.0,54.5,78.6,19.2,69.5,Mixed,Behavioral,Lateral,Visual,35.9,38.8,95.9,48.8,37.0,2025-06-30
94342,94342,35.3,14.0,71.2,21.4,86.4,75.0,17.1,45.0,Problem-focused,Conceptual,Linear,Auditory,63.2,34.7,74.8,13.8,38.5,2025-06-30
94343,94343,33.4,34.7,81.0,35.1,96.1,97.4,9.7,24.2,Spiritual,Directive,Linear,Kinesthetic,40.2,38.4,36.5,38.4,33.3,2025-06-30
94344,94344,52.2,73.8,26.9,70.9,53.7,40.0,54.5,12.3,Mixed,Directive,Systems,Kinesthetic,82.1,34.2,52.7,55.8,53.9,2025-06-30
94345,94345,65.1,57.9,37.0,63.1,50.5,68.3,29.6,45.7,Emotion-focused,Directive,Lateral,Visual,63.6,41.6,51.5,57.5,51.6,2025-06-30
94346,94346,63.9,73.6,54.0,62.1,46.2,73.1,29.4,54.6,Problem-focused,Conceptual,Creative,Kinesthetic,37.3,43.2,58.9,37.4,54.5,2025-06-30
94347,94347,51.4,60.1,42.7,59.9,40.5,54.9,49.4,30.9,Spiritual,Directive,Systems,Multimodal,44.7,53.7,44.1,38.3,57.0,2025-06-30
94348,94348,60.8,49.3,45.1,58.2,57.7,66.6,42.3,55.6,Problem-focused,Conceptual,Critical,Visual,43.1,40.6,41.7,30.4,28.5,2025-06-30
94349,94349,28.8,42.7,77.3,38.3,66.0,78.4,24.0,32.6,Emotion-focused,Conceptual,Systems,Visual,64.3,12.8,18.6,46.2,40.9,2025-06-30
94350,94350,19.7,31.0,77.0,29.0,82.7,76.2,31.0,66.7,Avoidance,Directive,Linear,Visual,21.1,22.4,66.4,26.1,28.8,2025-06-30
94351,94351,58.1,42.6,40.3,54.8,53.7,68.1,32.2,71.6,Mixed,Behavioral,Creative,Reading/Writing,34.5,51.5,75.2,43.4,52.6,2025-06-30
94352,94352,49.1,66.1,59.8,58.3,53.3,58.7,54.5,82.3,Social,Directive,Linear,Reading/Writing,24.3,92.1,49.6,44.0,72.9,2025-06-30
94353,94353,89.4,85.8,25.8,77.4,49.9,46.6,63.4,69.3,Mixed,Behavioral,Critical,Auditory,52.8,31.4,90.0,79.4,58.9,2025-06-30
94354,94354,31.3,34.0,55.6,36.2,79.7,56.6,50.1,29.7,Avoidance,Directive,Systems,Auditory,34.4,14.1,60.2,36.4,33.2,2025-06-30
94355,94355,39.8,62.9,61.0,49.3,64.3,77.4,38.4,31.5,Spiritual,Behavioral,Lateral,Kinesthetic,34.7,44.9,59.7,60.8,47.6,2025-06-30
94356,94356,61.0,39.3,39.6,54.1,76.0,75.4,22.5,33.2,Spiritual,Analytical,Critical,Auditory,26.2,0.0,72.4,28.5,17.8,2025-06-30
94357,94357,78.4,49.5,52.7,58.1,74.9,59.2,39.9,72.3,Spiritual,Behavioral,Lateral,Visual,57.2,80.8,25.3,41.3,82.7,2025-06-30
94358,94358,33.8,44.6,60.6,35.8,85.7,74.4,21.3,56.6,Avoidance,Analytical,Creative,Multimodal,45.1,18.5,49.1,38.5,37.8,2025-06-30
94359,94359,35.8,43.2,72.3,37.0,62.4,70.8,21.5,48.6,Social,Directive,Lateral,Auditory,45.6,30.7,21.6,32.8,41.0,2025-06-30
94360,94360,79.6,88.0,15.6,74.0,34.0,33.0,65.8,71.3,Spiritual,Conceptual,Systems,Kinesthetic,0.0,55.0,38.4,66.6,70.5,2025-06-30
94361,94361,45.4,34.5,63.5,45.9,79.2,80.4,3.2,77.0,Social,Intuitive,Lateral,Reading/Writing,44.2,42.5,27.6,29.8,37.7,2025-06-30
94362,94362,59.0,55.9,40.3,53.9,71.9,77.5,15.0,56.7,Social,Intuitive,Linear,Auditory,53.6,65.0,41.8,46.8,56.9,2025-06-30
94363,94363,54.8,49.4,61.3,49.5,62.0,85.6,16.0,63.5,Problem-focused,Intuitive,Creative,Auditory,32.2,31.3,70.0,23.0,41.2,2025-06-30
94364,94364,46.4,46.0,59.7,41.2,82.2,76.4,14.9,71.6,Social,Directive,Lateral,Visual,63.8,31.7,76.0,35.9,41.3,2025-06-30
94365,94365,59.3,71.4,40.7,65.2,63.2,70.1,36.6,34.7,Avoidance,Directive,Lateral,Multimodal,79.8,48.6,77.4,56.1,52.5,2025-06-30
94366,94366,10.6,15.7,90.4,17.6,97.4,100.0,0.0,59.8,Avoidance,Intuitive,Creative,Visual,39.9,19.4,23.4,11.8,20.6,2025-06-30
94367,94367,16.6,34.4,88.7,30.5,91.0,90.6,15.8,40.1,Avoidance,Intuitive,Systems,Visual,88.5,58.7,88.6,28.9,45.3,2025-06-30
94368,94368,58.6,61.9,50.1,57.5,73.4,60.4,41.5,51.9,Avoidance,Behavioral,Linear,Kinesthetic,25.0,52.6,43.8,52.7,66.0,2025-06-30
94369,94369,20.1,15.2,71.2,21.9,79.5,100.0,0.0,59.5,Emotion-focused,Analytical,Lateral,Visual,56.2,29.6,48.7,27.9,24.5,2025-06-30
94370,94370,43.8,63.4,60.3,51.0,64.3,42.2,54.3,65.8,Avoidance,Behavioral,Creative,Reading/Writing,68.8,65.5,54.4,69.6,50.7,2025-06-30
94371,94371,56.0,58.2,33.7,69.2,45.6,45.0,54.8,63.7,Mixed,Behavioral,Linear,Multimodal,46.4,54.0,72.1,45.8,53.3,2025-06-30
94372,94372,80.5,58.9,22.9,71.0,73.2,61.1,44.7,37.7,Spiritual,Behavioral,Systems,Visual,62.2,42.7,27.3,79.4,36.3,2025-06-30
94373,94373,91.8,85.8,39.9,80.9,39.4,58.5,35.7,24.5,Avoidance,Behavioral,Linear,Kinesthetic,48.3,35.6,86.4,63.8,58.7,2025-06-30
94374,94374,87.2,63.2,24.5,69.5,57.3,51.5,49.3,24.0,Spiritual,Conceptual,Critical,Visual,45.4,24.8,16.2,38.2,37.4,2025-06-30
94375,94375,38.4,25.1,67.0,43.2,100.0,55.6,52.2,11.7,Social,Behavioral,Creative,Kinesthetic,63.3,81.1,45.8,37.8,48.4,2025-06-30
94376,94376,52.5,61.6,48.9,59.0,57.2,55.7,37.0,34.1,Emotion-focused,Behavioral,Systems,Kinesthetic,41.3,72.2,77.7,52.0,62.1,2025-06-30
94377,94377,42.0,29.4,72.4,39.9,93.9,72.8,31.2,50.9,Avoidance,Conceptual,Linear,Visual,23.4,11.1,43.5,30.2,29.7,2025-06-30
94378,94378,70.2,48.4,46.0,48.0,65.6,92.3,0.0,68.7,Social,Intuitive,Lateral,Reading/Writing,3.0,32.0,47.4,65.0,44.4,2025-06-30
94379,94379,83.9,56.9,42.8,67.3,56.7,71.8,39.7,79.5,Social,Directive,Systems,Auditory,63.5,64.2,20.2,51.0,56.5,2025-06-30
94380,94380,20.5,12.0,84.8,18.5,96.4,84.8,6.7,26.2,Avoidance,Directive,Critical,Auditory,33.9,39.8,60.7,29.8,23.1,2025-06-30
94381,94381,40.6,31.9,56.3,42.5,89.3,65.9,34.6,56.7,Emotion-focused,Conceptual,Creative,Kinesthetic,15.0,29.5,41.6,60.2,33.3,2025-06-30
94382,94382,70.7,72.7,51.4,77.3,48.3,50.2,48.2,59.8,Emotion-focused,Analytical,Critical,Reading/Writing,20.1,29.1,72.0,59.1,49.6,2025-06-30
94383,94383,40.8,57.9,61.8,53.6,67.1,45.9,49.9,49.5,Social,Directive,Systems,Reading/Writing,36.6,49.6,3.9,46.9,44.3,2025-06-30
94384,94384,59.6,62.1,36.5,69.2,93.6,55.2,39.0,24.9,Emotion-focused,Conceptual,Lateral,Multimodal,24.1,47.8,71.9,64.0,53.5,2025-06-30
94385,94385,42.9,48.8,57.7,35.1,100.0,81.4,9.2,41.7,Mixed,Conceptual,Systems,Visual,42.6,54.7,23.2,33.4,64.8,2025-06-30
94386,94386,17.3,51.3,60.6,38.2,74.1,83.4,30.5,57.1,Problem-focused,Behavioral,Creative,Kinesthetic,16.4,37.7,40.6,28.8,32.9,2025-06-30
94387,94387,92.7,77.4,26.7,75.3,39.3,56.2,43.9,36.7,Social,Directive,Linear,Visual,0.0,34.7,52.1,56.1,56.0,2025-06-30
94388,94388,43.8,43.8,70.6,40.8,89.9,61.3,35.9,37.5,Social,Conceptual,Critical,Auditory,44.3,33.2,93.0,33.8,47.1,2025-06-30
94389,94389,82.8,70.1,19.8,78.3,48.2,26.0,58.4,60.1,Avoidance,Behavioral,Lateral,Kinesthetic,48.1,31.4,31.1,46.3,45.8,2025-06-30
94390,94390,58.1,79.4,49.6,72.6,24.7,21.7,65.8,45.1,Social,Analytical,Lateral,Auditory,21.2,17.8,73.3,67.6,53.6,2025-06-30
94391,94391,14.7,31.2,72.3,25.5,82.1,100.0,0.0,13.1,Problem-focused,Conceptual,Lateral,Visual,48.5,22.9,66.8,31.5,34.5,2025-06-30
94392,94392,71.1,68.1,25.9,69.2,65.3,43.1,54.9,65.9,Problem-focused,Conceptual,Systems,Kinesthetic,28.7,38.6,91.1,68.5,38.0,2025-06-30
94393,94393,48.7,26.8,46.0,41.7,84.4,80.9,19.6,43.2,Problem-focused,Conceptual,Critical,Kinesthetic,18.0,48.2,60.6,36.2,43.7,2025-06-30
94394,94394,76.1,68.9,44.9,69.6,61.9,34.9,48.7,54.5,Spiritual,Directive,Systems,Visual,34.3,18.7,59.1,63.7,30.4,2025-06-30
94395,94395,39.1,57.8,60.3,50.3,54.5,80.1,31.1,58.2,Spiritual,Analytical,Linear,Visual,4.4,20.4,68.1,36.7,22.8,2025-06-30
94396,94396,58.5,55.4,44.8,57.8,59.2,52.0,46.5,45.6,Mixed,Directive,Critical,Auditory,27.4,29.5,42.1,43.3,35.9,2025-06-30
94397,94397,78.1,57.5,58.5,52.1,56.9,65.8,41.3,61.5,Mixed,Intuitive,Lateral,Multimodal,41.9,39.4,36.0,49.9,51.0,2025-06-30
94398,94398,45.3,43.7,64.6,44.6,85.3,73.3,27.7,67.2,Social,Behavioral,Systems,Auditory,11.9,43.2,77.0,50.7,51.5,2025-06-30
94399,94399,77.3,86.1,26.6,80.9,30.6,48.7,43.2,17.7,Avoidance,Analytical,Systems,Reading/Writing,42.6,40.6,37.6,47.7,54.7,2025-06-30
94400,94400,79.9,54.0,45.1,62.9,65.4,51.3,56.4,55.7,Problem-focused,Directive,Lateral,Multimodal,66.5,49.9,41.1,44.0,45.0,2025-06-30
94401,94401,38.7,50.2,50.1,41.8,90.1,82.4,22.5,35.4,Spiritual,Directive,Systems,Auditory,53.3,9.3,74.3,28.9,41.0,2025-06-30
94402,94402,48.3,55.5,45.9,51.1,63.9,91.5,21.1,31.8,Social,Intuitive,Linear,Auditory,31.1,43.1,49.9,56.6,36.8,2025-06-30
94403,94403,48.3,58.5,60.9,47.7,73.7,64.2,31.8,38.4,Avoidance,Conceptual,Systems,Multimodal,37.8,57.1,36.1,49.8,52.1,2025-06-30
94404,94404,60.4,47.9,45.1,58.5,39.9,77.2,23.3,44.9,Spiritual,Conceptual,Creative,Kinesthetic,78.5,59.9,56.7,76.6,58.9,2025-06-30
94405,94405,82.2,70.7,15.9,78.5,48.0,32.7,63.4,45.5,Problem-focused,Directive,Critical,Kinesthetic,77.0,65.3,27.3,61.4,68.6,2025-06-30
94406,94406,44.2,48.1,44.2,50.7,79.4,69.7,36.3,46.9,Emotion-focused,Behavioral,Systems,Multimodal,56.1,54.0,66.3,49.1,47.1,2025-06-30
94407,94407,77.0,77.9,34.8,75.5,54.9,58.9,42.2,40.2,Emotion-focused,Analytical,Lateral,Auditory,37.0,29.2,84.5,52.0,49.2,2025-06-30
94408,94408,75.9,67.8,49.2,69.3,81.6,64.0,48.2,70.1,Social,Intuitive,Systems,Kinesthetic,15.0,74.9,33.0,44.8,54.4,2025-06-30
94409,94409,51.4,39.8,42.7,50.3,74.9,59.0,46.4,48.6,Social,Conceptual,Systems,Multimodal,64.1,55.2,40.3,29.7,39.9,2025-06-30
94410,94410,65.9,79.0,38.2,69.9,50.6,59.1,47.8,43.1,Emotion-focused,Conceptual,Linear,Multimodal,55.6,47.4,4.6,64.1,51.9,2025-06-30
94411,94411,89.1,83.5,30.6,81.0,43.8,35.3,59.1,65.8,Mixed,Analytical,Creative,Kinesthetic,75.3,50.6,66.5,70.7,61.1,2025-06-30
94412,94412,62.9,72.5,30.9,66.9,55.1,56.8,45.8,38.5,Problem-focused,Conceptual,Critical,Kinesthetic,23.0,30.6,15.0,42.6,48.6,2025-06-30
94413,94413,55.9,44.2,56.1,37.0,92.8,63.2,28.4,47.7,Mixed,Behavioral,Systems,Auditory,35.3,29.7,16.0,37.4,31.4,2025-06-30
94414,94414,37.4,47.0,59.4,42.5,77.9,62.6,38.1,38.8,Social,Analytical,Creative,Reading/Writing,19.4,53.2,96.1,53.4,51.8,2025-06-30
94415,94415,57.8,63.7,60.2,56.6,62.9,61.0,39.4,55.3,Mixed,Intuitive,Creative,Kinesthetic,39.5,15.1,88.7,43.7,33.9,2025-06-30
94416,94416,12.4,26.0,72.6,34.5,88.7,100.0,0.0,36.2,Avoidance,Directive,Creative,Auditory,4.1,29.9,59.3,16.9,27.6,2025-06-30
94417,94417,34.2,16.3,81.9,30.6,100.0,100.0,0.0,38.6,Problem-focused,Analytical,Lateral,Reading/Writing,90.0,45.5,60.4,31.3,25.0,2025-06-30
94418,94418,54.7,68.0,51.4,58.2,78.6,54.9,31.1,27.6,Spiritual,Directive,Linear,Visual,26.0,33.9,46.2,55.0,39.3,2025-06-30
94419,94419,44.8,35.4,49.9,40.6,74.9,57.1,35.8,33.0,Problem-focused,Directive,Creative,Auditory,3.1,15.1,73.7,41.5,22.4,2025-06-30
94420,94420,68.4,45.2,60.4,49.0,73.6,55.0,53.1,48.6,Emotion-focused,Conceptual,Critical,Auditory,45.9,34.4,15.5,20.1,34.4,2025-06-30
94421,94421,12.8,0.5,77.9,23.1,99.4,94.6,0.0,66.4,Avoidance,Directive,Critical,Multimodal,31.7,41.8,74.0,20.3,28.4,2025-06-30
94422,94422,48.5,49.9,52.4,47.7,72.9,91.9,15.5,63.2,Emotion-focused,Conceptual,Lateral,Multimodal,25.7,27.6,10.9,36.9,25.5,2025-06-30
94423,94423,53.0,47.4,62.1,50.5,68.0,77.6,26.8,18.7,Social,Analytical,Linear,Reading/Writing,51.6,1.6,44.5,43.4,16.9,2025-06-30
94424,94424,37.8,38.9,58.9,45.4,50.1,98.3,2.2,46.1,Spiritual,Behavioral,Lateral,Visual,25.0,16.0,49.2,44.2,28.0,2025-06-30
94425,94425,67.4,63.4,35.0,69.7,76.7,44.1,55.1,19.8,Mixed,Analytical,Critical,Reading/Writing,39.5,0.0,74.9,37.2,34.8,2025-06-30
94426,94426,62.3,64.9,49.0,49.9,94.0,80.4,24.4,42.8,Avoidance,Intuitive,Systems,Multimodal,29.2,33.9,74.7,34.6,51.7,2025-06-30
94427,94427,42.8,42.0,60.2,33.6,100.0,61.7,28.0,78.3,Problem-focused,Conceptual,Linear,Kinesthetic,44.6,28.2,56.4,21.6,28.8,2025-06-30
94428,94428,59.3,55.4,52.5,54.3,65.8,53.5,42.8,29.3,Emotion-focused,Behavioral,Systems,Kinesthetic,43.9,19.4,52.0,60.0,39.2,2025-06-30
94429,94429,100.0,75.8,1.7,90.3,33.6,32.1,66.6,71.5,Avoidance,Intuitive,Linear,Reading/Writing,46.1,22.1,17.5,54.4,37.9,2025-06-30
94430,94430,24.1,29.5,80.1,21.7,81.4,83.3,14.8,35.0,Spiritual,Directive,Critical,Kinesthetic,51.7,6.2,57.2,22.0,23.5,2025-06-30
94431,94431,78.2,64.5,35.8,76.1,48.5,39.6,60.4,42.8,Avoidance,Directive,Creative,Kinesthetic,19.6,33.3,96.1,50.5,45.6,2025-06-30
94432,94432,44.4,38.9,75.9,37.5,63.1,69.2,28.2,32.8,Mixed,Directive,Systems,Multimodal,44.0,48.9,25.9,25.4,33.0,2025-06-30
94433,94433,73.8,88.2,41.4,74.5,57.7,40.2,63.9,64.2,Social,Conceptual,Linear,Visual,26.9,52.2,51.0,57.7,75.1,2025-06-30
94434,94434,76.2,60.1,31.2,61.6,60.7,85.6,11.8,70.8,Problem-focused,Conceptual,Linear,Auditory,51.4,12.9,29.4,49.6,42.9,2025-06-30
94435,94435,27.3,23.8,65.8,37.2,74.6,89.5,34.3,72.1,Emotion-focused,Directive,Creative,Visual,10.3,39.7,55.2,38.5,26.1,2025-06-30
94436,94436,76.5,68.0,36.2,74.1,48.7,69.9,34.1,43.3,Avoidance,Analytical,Critical,Reading/Writing,42.6,34.6,71.1,54.1,41.7,2025-06-30
94437,94437,60.5,71.4,41.5,59.1,67.5,52.9,49.0,44.9,Mixed,Directive,Linear,Multimodal,51.6,52.1,43.5,51.2,57.0,2025-06-30
94438,94438,86.0,92.3,27.2,85.6,28.6,29.6,65.0,58.4,Problem-focused,Intuitive,Linear,Kinesthetic,66.2,38.2,58.4,38.5,42.9,2025-06-30
94439,94439,31.6,50.0,61.2,38.1,80.9,88.7,15.8,47.7,Social,Conceptual,Lateral,Kinesthetic,81.2,34.7,90.8,46.4,54.2,2025-06-30
94440,94440,54.0,69.6,10.9,69.9,35.5,51.4,57.1,54.7,Avoidance,Conceptual,Lateral,Reading/Writing,17.7,18.1,58.0,60.9,37.7,2025-06-30
94441,94441,40.0,59.1,67.1,48.3,70.9,69.1,29.9,29.7,Mixed,Analytical,Linear,Reading/Writing,34.5,24.4,47.6,53.8,37.7,2025-06-30
94442,94442,53.4,58.9,57.5,61.1,71.0,59.0,38.3,36.6,Social,Behavioral,Creative,Multimodal,30.7,77.2,33.5,59.8,80.7,2025-06-30
94443,94443,70.6,76.9,14.5,81.3,51.7,33.4,62.9,47.0,Mixed,Behavioral,Systems,Visual,23.8,42.8,53.9,60.4,51.6,2025-06-30
94444,94444,6.8,24.7,90.7,15.7,100.0,98.2,0.0,32.7,Spiritual,Conceptual,Linear,Kinesthetic,29.2,73.2,41.8,44.0,53.1,2025-06-30
94445,94445,67.9,73.7,62.1,65.5,43.3,56.3,46.2,62.1,Social,Directive,Lateral,Reading/Writing,20.0,19.7,58.8,34.9,47.3,2025-06-30
94446,94446,38.7,41.6,66.4,43.1,82.9,80.9,19.5,8.5,Mixed,Directive,Creative,Visual,57.9,36.2,29.2,53.6,42.6,2025-06-30
94447,94447,53.5,33.7,42.8,48.6,65.2,81.0,24.4,33.5,Spiritual,Conceptual,Systems,Auditory,58.0,50.1,40.0,44.1,52.1,2025-06-30
94448,94448,64.1,71.7,41.4,72.2,42.4,49.3,46.9,30.4,Emotion-focused,Directive,Linear,Visual,59.5,53.3,57.3,45.8,53.1,2025-06-30
94449,94449,38.9,16.0,59.7,37.8,76.3,88.8,21.3,74.7,Social,Intuitive,Critical,Visual,45.9,32.0,63.6,45.7,25.6,2025-06-30
94450,94450,37.4,47.2,76.7,43.0,75.6,92.8,9.8,57.0,Problem-focused,Intuitive,Systems,Multimodal,66.4,60.8,54.2,56.3,40.2,2025-06-30
94451,94451,41.9,41.9,78.4,31.2,84.6,82.2,25.9,68.0,Social,Behavioral,Creative,Multimodal,13.9,30.0,37.7,38.5,48.5,2025-06-30
94452,94452,76.0,67.7,52.9,62.1,58.8,64.0,41.5,61.5,Social,Directive,Critical,Visual,24.4,62.5,12.7,40.1,73.1,2025-06-30
94453,94453,57.1,35.9,72.3,38.3,84.3,59.2,27.5,68.9,Social,Analytical,Critical,Reading/Writing,43.9,48.8,27.5,31.5,42.3,2025-06-30
94454,94454,96.3,96.1,26.0,88.3,48.5,41.9,54.7,71.9,Spiritual,Directive,Critical,Reading/Writing,12.7,46.9,13.9,56.8,67.0,2025-06-30
94455,94455,81.3,50.6,51.5,62.3,76.7,46.5,50.8,41.3,Mixed,Directive,Linear,Kinesthetic,0.0,27.0,23.5,31.7,35.3,2025-06-30
94456,94456,87.9,89.0,10.4,92.1,32.6,51.0,50.5,35.8,Spiritual,Analytical,Linear,Reading/Writing,24.8,22.9,30.9,75.3,66.3,2025-06-30
94457,94457,60.5,84.9,48.1,74.3,65.3,45.0,55.1,71.9,Spiritual,Conceptual,Systems,Kinesthetic,11.4,10.7,56.9,55.1,21.7,2025-06-30
94458,94458,64.9,68.0,40.1,64.3,62.1,70.4,40.5,90.2,Avoidance,Analytical,Linear,Multimodal,78.1,52.2,48.7,69.0,59.2,2025-06-30
94459,94459,65.0,59.2,49.2,66.8,32.6,47.8,45.7,47.9,Problem-focused,Conceptual,Linear,Visual,21.7,28.1,91.0,24.5,40.7,2025-06-30
94460,94460,40.0,29.5,66.5,37.7,82.0,100.0,8.4,23.5,Avoidance,Analytical,Lateral,Kinesthetic,13.1,50.4,66.4,20.9,43.2,2025-06-30
94461,94461,42.1,29.7,100.0,23.6,87.7,56.4,32.3,100.0,Mixed,Analytical,Linear,Multimodal,61.2,53.3,82.8,34.1,44.1,2025-06-30
94462,94462,37.6,39.5,48.7,45.6,74.9,45.8,37.1,46.9,Social,Directive,Systems,Visual,33.0,59.0,44.3,54.2,49.8,2025-06-30
94463,94463,69.0,85.2,5.1,80.7,49.5,31.8,65.6,50.2,Emotion-focused,Conceptual,Linear,Multimodal,36.3,59.9,13.0,50.1,64.0,2025-06-30
94464,94464,41.4,50.2,49.6,50.9,65.4,69.1,30.9,32.0,Emotion-focused,Analytical,Critical,Multimodal,9.8,49.2,40.6,32.2,55.4,2025-06-30
94465,94465,44.2,51.9,53.5,41.9,100.0,64.3,30.7,50.8,Avoidance,Behavioral,Lateral,Visual,32.6,63.8,46.3,41.5,53.7,2025-06-30
94466,94466,38.4,47.0,55.7,49.2,61.1,68.9,33.0,35.4,Problem-focused,Intuitive,Systems,Visual,13.7,40.3,31.2,64.4,43.5,2025-06-30
94467,94467,59.3,69.7,62.1,62.9,74.3,59.5,46.2,17.8,Emotion-focused,Analytical,Systems,Multimodal,24.7,55.7,93.8,59.6,54.6,2025-06-30
94468,94468,70.5,75.3,45.8,67.6,62.8,74.0,24.6,39.3,Emotion-focused,Directive,Creative,Visual,45.4,22.0,19.4,70.9,53.8,2025-06-30
94469,94469,74.5,76.9,32.5,66.4,86.2,57.5,36.4,64.6,Emotion-focused,Intuitive,Linear,Reading/Writing,12.4,34.2,74.9,60.0,54.3,2025-06-30
94470,94470,48.3,45.7,36.3,62.6,59.0,69.0,34.8,86.0,Social,Behavioral,Systems,Visual,49.7,13.6,15.5,47.7,25.7,2025-06-30
94471,94471,74.4,74.5,34.4,64.0,60.5,40.4,57.5,41.6,Emotion-focused,Behavioral,Linear,Kinesthetic,59.2,50.1,69.0,57.8,52.8,2025-06-30
94472,94472,63.7,50.3,55.3,53.4,65.5,47.0,50.3,50.4,Mixed,Directive,Critical,Visual,13.8,29.0,45.4,35.1,30.7,2025-06-30
94473,94473,47.6,54.0,43.7,64.3,57.6,27.1,59.4,42.1,Emotion-focused,Behavioral,Lateral,Auditory,42.6,37.1,58.1,42.8,52.1,2025-06-30
94474,94474,20.9,41.7,55.9,48.1,70.8,49.5,30.5,70.7,Spiritual,Conceptual,Systems,Kinesthetic,34.9,29.6,67.5,37.7,37.4,2025-06-30
94475,94475,36.2,25.8,68.3,27.7,87.5,86.2,13.1,27.8,Avoidance,Behavioral,Lateral,Auditory,61.4,36.4,48.3,31.0,26.6,2025-06-30
94476,94476,53.7,52.4,35.8,59.6,66.1,66.9,22.2,52.1,Emotion-focused,Intuitive,Lateral,Auditory,39.0,10.0,8.2,42.7,35.6,2025-06-30
94477,94477,44.9,43.0,57.8,34.8,73.5,80.3,20.4,54.6,Mixed,Intuitive,Systems,Visual,43.2,27.0,49.3,51.5,40.2,2025-06-30
94478,94478,43.2,35.8,51.6,41.7,80.4,74.9,28.7,48.0,Avoidance,Intuitive,Lateral,Multimodal,8.3,25.3,80.6,35.9,31.5,2025-06-30
94479,94479,31.3,19.8,91.7,24.0,99.6,100.0,0.0,35.2,Problem-focused,Analytical,Systems,Auditory,40.4,63.9,67.0,41.1,23.2,2025-06-30
94480,94480,61.2,76.7,39.2,70.3,51.6,23.4,73.8,43.2,Avoidance,Intuitive,Linear,Kinesthetic,6.2,31.6,49.2,68.8,49.4,2025-06-30
94481,94481,23.2,45.9,67.9,39.0,60.1,100.0,0.0,34.9,Problem-focused,Directive,Creative,Multimodal,34.8,43.7,64.0,33.3,22.6,2025-06-30
94482,94482,72.5,69.2,38.5,75.4,26.2,35.1,67.9,31.2,Spiritual,Analytical,Linear,Kinesthetic,28.2,31.9,13.2,69.2,45.5,2025-06-30
94483,94483,37.1,46.5,59.2,50.8,61.2,47.2,48.4,36.0,Problem-focused,Analytical,Critical,Visual,5.6,25.1,42.4,24.9,28.2,2025-06-30
94484,94484,60.6,40.2,75.1,46.4,63.1,51.3,37.9,60.0,Avoidance,Behavioral,Systems,Visual,67.1,38.7,80.3,41.0,37.7,2025-06-30
94485,94485,55.9,67.4,52.6,63.8,44.2,54.4,35.2,68.8,Social,Directive,Creative,Reading/Writing,64.4,33.9,38.5,42.0,38.3,2025-06-30
94486,94486,31.1,10.8,74.0,24.9,95.5,88.4,15.3,26.2,Social,Directive,Systems,Multimodal,31.2,10.8,52.6,30.0,10.8,2025-06-30
94487,94487,37.2,44.2,67.3,34.1,70.5,90.2,18.0,60.0,Problem-focused,Directive,Systems,Auditory,38.8,24.8,63.2,25.6,44.3,2025-06-30
94488,94488,48.2,66.7,42.5,55.5,74.0,82.3,33.7,39.9,Social,Analytical,Creative,Multimodal,49.6,48.9,72.2,31.3,64.2,2025-06-30
94489,94489,66.8,56.3,43.8,62.3,47.5,43.3,50.2,48.9,Mixed,Intuitive,Critical,Multimodal,33.8,16.8,53.4,29.8,34.9,2025-06-30
94490,94490,54.7,45.1,41.9,55.0,39.4,54.2,53.2,35.0,Spiritual,Intuitive,Lateral,Visual,30.5,26.8,32.0,38.1,27.0,2025-06-30
94491,94491,56.6,59.7,51.4,48.3,82.5,96.8,15.1,37.5,Social,Behavioral,Creative,Auditory,56.5,44.8,81.3,41.0,57.2,2025-06-30
94492,94492,83.1,80.9,20.4,83.2,52.3,35.0,55.2,51.8,Problem-focused,Intuitive,Systems,Multimodal,26.9,14.4,65.5,69.9,48.5,2025-06-30
94493,94493,52.3,49.8,56.0,54.8,47.8,70.2,35.7,35.5,Avoidance,Intuitive,Lateral,Reading/Writing,44.5,45.7,60.3,59.6,48.6,2025-06-30
