outcome_id,user_id,period,effort_score,surrender_score,balance_index,success_score,failure_score,productivity,creativity,leadership,financial_growth,career_growth,relationship_score,health_improvement,happiness_score,burnout_flag,success_label,recorded_at
97807,97807,Q1-2025,76.6,23.5,46.9,49.3,51.3,64.1,45.2,83.7,22.7,68.0,36.7,36.7,72.1,0,0,2025-12-31
97808,97808,Q3-2025,21.9,40.1,81.8,66.6,35.7,32.6,38.5,69.7,28.8,46.7,13.9,38.5,52.8,0,1,2025-12-31
97809,97809,Q2-2025,68.4,13.3,44.9,40.6,58.1,43.4,47.3,30.4,18.3,25.6,6.2,32.5,19.3,1,0,2025-12-31
97810,97810,H1-2025,55.5,28.7,73.2,63.5,43.3,53.6,95.4,67.4,8.6,68.3,26.7,44.0,58.5,0,0,2025-12-31
97811,97811,H2-2025,76.6,80.3,96.3,77.9,10.2,71.7,33.2,78.7,42.8,59.2,67.0,48.7,57.2,0,1,2025-12-31
97812,97812,Q4-2025,93.5,41.7,48.2,48.0,54.6,62.1,69.8,40.9,22.8,39.9,51.2,15.9,97.9,0,0,2025-12-31
97813,97813,H2-2025,65.9,54.8,88.9,70.7,38.9,46.2,23.4,72.4,49.1,70.2,37.3,13.3,59.0,0,1,2025-12-31
97814,97814,H1-2025,61.9,27.2,65.3,58.5,41.0,47.3,34.3,56.2,25.6,46.9,24.1,12.1,56.4,0,0,2025-12-31
97815,97815,Q3-2025,77.0,42.2,65.2,51.9,49.7,65.3,40.6,67.4,11.6,32.7,29.3,48.6,27.1,1,0,2025-12-31
97816,97816,Q3-2025,68.4,55.6,87.2,76.2,26.9,61.5,60.9,77.4,43.0,56.0,33.1,18.9,71.7,0,1,2025-12-31
97817,97817,Q2-2025,26.5,39.3,87.2,43.8,57.7,24.4,79.3,95.5,39.0,29.5,35.4,39.4,51.0,0,0,2025-12-31
97818,97818,H2-2025,60.1,35.4,75.3,71.4,36.5,68.7,28.2,71.3,36.7,66.2,21.8,42.6,52.5,0,1,2025-12-31
97819,97819,Q3-2025,69.6,50.9,81.3,52.8,47.6,53.5,71.4,56.6,18.1,55.3,49.0,47.1,61.9,0,0,2025-12-31
97820,97820,H2-2025,52.3,55.2,97.1,69.8,31.9,49.5,70.1,89.8,40.5,76.1,35.8,1.7,60.1,0,1,2025-12-31
97821,97821,H1-2025,77.3,40.6,63.3,57.4,36.6,62.9,32.2,70.3,33.1,53.0,36.9,27.7,50.9,0,0,2025-12-31
97822,97822,H1-2025,67.8,52.4,84.6,75.3,29.1,58.0,40.1,83.7,33.9,58.5,44.1,23.4,57.7,0,1,2025-12-31
97823,97823,Q2-2025,91.0,43.6,52.6,42.7,56.2,50.7,89.5,89.6,0.1,37.0,41.9,45.3,53.9,0,0,2025-12-31
97824,97824,H1-2025,47.1,32.3,85.2,71.6,33.3,43.6,29.3,63.6,37.9,59.5,25.5,36.2,56.3,0,1,2025-12-31
97825,97825,H2-2025,74.6,48.2,73.6,37.2,61.6,40.2,70.2,55.9,24.4,24.2,32.2,-6.8,44.9,1,0,2025-12-31
97826,97826,H1-2025,61.9,41.1,79.2,47.6,57.0,36.2,62.5,55.5,31.1,48.5,33.2,51.6,64.3,0,0,2025-12-31
97827,97827,Q2-2025,71.7,49.5,77.8,56.6,42.4,48.0,50.9,88.6,28.0,69.5,30.4,23.8,49.3,0,0,2025-12-31
97828,97828,H2-2025,69.6,38.9,69.3,36.5,62.0,27.8,56.7,45.0,26.6,8.9,33.5,42.9,41.1,0,0,2025-12-31
97829,97829,Q4-2025,36.6,29.2,92.6,67.0,24.1,36.7,37.4,85.8,7.4,51.5,6.6,38.0,41.5,0,1,2025-12-31
97830,97830,Q3-2025,59.8,16.4,56.6,49.9,51.1,43.2,41.8,43.5,35.1,34.6,15.1,47.5,40.3,0,0,2025-12-31
97831,97831,Q3-2025,67.5,15.3,47.8,45.2,49.1,49.9,49.2,54.2,-5.4,40.1,34.9,28.0,47.1,1,0,2025-12-31
97832,97832,Q3-2025,61.2,30.2,69.0,64.0,37.3,36.8,60.8,47.8,41.7,22.0,36.9,9.4,48.0,0,0,2025-12-31
97833,97833,Q4-2025,73.6,24.0,50.4,37.4,66.7,47.8,68.2,45.5,12.2,46.0,22.3,25.0,59.6,0,0,2025-12-31
97834,97834,Q2-2025,54.5,50.6,96.1,82.2,19.3,43.6,39.9,57.5,52.7,47.2,36.4,35.9,66.8,1,1,2025-12-31
97835,97835,Q4-2025,79.4,0.0,20.6,40.0,61.3,57.1,95.5,60.1,2.8,34.9,38.8,42.0,43.1,0,0,2025-12-31
97836,97836,H1-2025,89.7,30.5,40.8,33.4,72.7,28.6,48.4,47.1,12.1,34.5,30.3,22.9,55.1,0,0,2025-12-31
97837,97837,Q1-2025,54.1,37.9,83.8,52.7,47.5,44.6,45.2,53.7,29.9,38.5,37.6,22.9,53.1,0,0,2025-12-31
97838,97838,Q3-2025,61.3,49.0,87.7,68.9,30.4,80.6,48.2,63.9,52.4,43.6,18.7,-12.3,87.0,0,1,2025-12-31
97839,97839,Q3-2025,89.7,50.4,60.7,57.6,49.5,98.8,54.2,57.9,24.1,38.9,33.4,46.3,21.1,0,0,2025-12-31
97840,97840,H1-2025,87.3,64.7,77.4,45.7,57.1,29.4,84.4,65.4,11.0,30.5,23.7,16.4,26.0,0,0,2025-12-31
97841,97841,Q2-2025,39.3,43.1,96.2,63.5,36.2,41.3,76.7,91.3,21.5,57.4,10.1,64.7,48.7,0,0,2025-12-31
97842,97842,Q4-2025,36.1,72.1,64.0,47.4,67.6,43.4,67.3,52.7,44.1,38.6,49.5,35.2,56.0,0,0,2025-12-31
97843,97843,Q1-2025,59.2,83.4,75.8,64.2,38.1,59.1,70.4,82.4,74.0,48.2,43.7,28.3,43.4,0,0,2025-12-31
97844,97844,Q4-2025,65.5,25.4,59.9,39.1,71.1,24.6,88.9,67.7,2.7,39.3,27.6,21.6,35.4,1,0,2025-12-31
97845,97845,H2-2025,30.6,65.4,65.2,47.1,53.5,55.9,35.0,71.8,9.1,37.1,26.4,35.9,37.8,0,0,2025-12-31
97846,97846,Q3-2025,57.8,64.0,93.8,62.6,43.9,61.2,62.3,69.2,43.2,71.0,29.6,40.8,48.8,0,0,2025-12-31
97847,97847,Q3-2025,61.4,41.6,80.2,62.3,37.0,42.1,72.7,56.7,29.6,45.7,16.5,10.0,62.2,0,0,2025-12-31
97848,97848,H2-2025,24.5,73.6,50.9,41.6,58.9,27.4,87.3,55.0,41.4,53.8,41.6,30.1,66.9,0,0,2025-12-31
97849,97849,Q4-2025,83.0,53.9,70.9,57.1,36.7,40.9,59.2,80.2,44.8,63.5,17.4,12.5,70.5,0,0,2025-12-31
97850,97850,Q2-2025,71.8,42.6,70.8,73.6,21.9,82.4,83.0,69.3,36.8,51.0,28.9,20.9,50.3,0,1,2025-12-31
97851,97851,H1-2025,62.4,57.8,95.4,69.5,25.6,39.2,81.1,72.7,56.6,48.9,48.0,40.5,67.4,0,1,2025-12-31
97852,97852,Q2-2025,100.0,64.3,64.3,50.9,52.2,47.4,37.0,59.7,17.8,48.2,51.3,34.9,74.8,0,0,2025-12-31
97853,97853,Q2-2025,28.9,67.5,61.4,45.2,57.7,69.0,41.3,74.4,20.6,43.1,35.4,31.9,53.0,0,0,2025-12-31
97854,97854,H2-2025,65.6,64.7,99.1,48.0,63.0,5.9,80.4,74.1,28.2,26.2,37.3,25.6,64.6,0,0,2025-12-31
97855,97855,H1-2025,61.3,16.4,55.1,44.4,57.0,55.9,77.6,69.6,-17.8,27.3,25.4,13.4,58.4,0,0,2025-12-31
97856,97856,Q4-2025,39.7,35.9,96.2,63.3,41.4,22.8,38.8,74.5,15.1,53.8,26.2,26.4,50.8,0,0,2025-12-31
97857,97857,Q2-2025,51.8,64.4,87.4,60.5,48.5,83.7,58.7,83.7,32.8,60.8,36.4,41.6,50.5,0,0,2025-12-31
97858,97858,H2-2025,57.7,35.8,78.1,64.6,35.6,80.6,59.0,42.0,21.1,54.6,33.3,30.2,64.4,0,0,2025-12-31
97859,97859,H1-2025,57.0,25.4,68.4,39.6,64.0,37.8,38.0,56.2,5.8,34.5,2.2,43.2,21.7,0,0,2025-12-31
97860,97860,Q3-2025,63.5,62.6,99.1,58.7,44.3,67.2,58.2,71.6,42.5,59.5,56.9,20.2,57.6,0,0,2025-12-31
97861,97861,Q4-2025,86.3,25.7,39.4,41.2,58.8,57.5,54.8,73.1,0.6,54.2,33.9,17.9,66.3,0,0,2025-12-31
97862,97862,Q4-2025,67.5,48.8,81.3,65.8,32.0,88.1,79.1,54.1,47.5,38.3,54.6,38.3,55.3,0,1,2025-12-31
97863,97863,Q4-2025,100.0,0.0,0.0,25.8,78.5,58.5,13.8,40.5,-27.4,9.1,16.0,34.5,41.8,0,0,2025-12-31
97864,97864,Q2-2025,48.7,35.4,86.7,76.2,27.3,66.7,62.5,54.0,32.8,58.5,35.7,58.8,47.0,0,1,2025-12-31
97865,97865,Q2-2025,99.2,50.1,50.9,47.4,63.1,42.3,16.7,66.5,8.2,55.1,22.6,58.2,54.1,0,0,2025-12-31
97866,97866,Q1-2025,53.9,43.8,89.9,70.2,17.7,49.4,93.2,78.2,33.7,49.0,20.6,19.6,60.2,0,1,2025-12-31
97867,97867,H1-2025,56.1,35.5,79.4,69.7,19.0,51.7,26.5,64.7,-4.1,60.6,31.6,54.9,46.4,0,1,2025-12-31
97868,97868,H1-2025,58.8,62.2,96.6,73.1,22.2,55.1,65.9,78.1,59.3,49.3,36.7,30.7,47.7,0,1,2025-12-31
97869,97869,Q2-2025,48.6,52.1,96.5,67.3,29.2,53.7,56.3,66.5,50.8,50.9,49.1,43.1,74.5,0,1,2025-12-31
97870,97870,Q4-2025,46.6,76.1,70.5,49.0,52.0,40.1,51.9,68.2,42.1,30.6,46.4,59.7,73.8,0,0,2025-12-31
97871,97871,Q2-2025,46.9,85.0,61.9,58.3,48.2,67.4,65.8,67.2,27.5,43.6,40.0,7.9,79.0,0,0,2025-12-31
97872,97872,Q1-2025,97.5,7.9,10.4,29.2,73.2,58.0,31.0,30.0,22.7,42.3,11.9,20.4,66.1,0,0,2025-12-31
97873,97873,Q1-2025,44.1,37.5,93.4,70.8,50.5,49.4,41.2,76.6,36.7,45.6,50.2,45.9,70.2,0,1,2025-12-31
97874,97874,Q4-2025,50.8,29.9,79.1,68.4,28.4,51.4,74.4,80.6,54.9,44.1,33.7,47.1,59.0,0,1,2025-12-31
97875,97875,Q4-2025,78.8,71.2,92.4,83.7,12.8,71.8,50.6,67.4,25.2,58.7,45.1,58.9,58.6,0,1,2025-12-31
97876,97876,Q3-2025,58.3,62.0,96.3,61.5,34.2,49.2,60.2,71.0,20.2,43.4,47.0,39.9,64.3,0,0,2025-12-31
97877,97877,Q3-2025,68.4,29.4,61.0,23.9,80.1,42.9,54.5,52.0,4.4,16.2,15.4,29.2,56.8,0,0,2025-12-31
97878,97878,H1-2025,95.5,16.5,21.0,40.9,58.8,42.5,53.0,57.5,9.2,51.2,24.1,33.4,45.4,0,0,2025-12-31
97879,97879,H2-2025,70.1,72.0,98.1,88.0,10.8,46.3,44.4,74.5,40.9,68.9,46.7,40.2,61.3,0,1,2025-12-31
97880,97880,H1-2025,36.3,8.9,72.6,42.3,49.2,14.2,0.0,60.5,4.3,40.5,0.0,24.1,43.8,0,0,2025-12-31
97881,97881,Q2-2025,57.3,32.6,75.3,79.0,35.5,60.6,35.4,55.1,46.8,74.6,10.3,38.5,65.7,0,1,2025-12-31
97882,97882,Q3-2025,58.2,24.9,66.7,45.5,60.7,17.5,47.7,63.1,5.9,45.3,46.3,39.3,74.1,0,0,2025-12-31
97883,97883,H1-2025,57.3,54.6,97.3,63.9,37.1,38.9,64.5,81.1,20.9,49.9,54.5,41.9,70.9,0,0,2025-12-31
97884,97884,Q2-2025,70.6,61.8,91.2,57.3,38.9,29.2,65.5,57.5,14.0,50.1,30.7,38.9,61.8,0,0,2025-12-31
97885,97885,Q3-2025,29.6,56.1,73.5,59.1,37.3,29.8,59.3,65.1,16.4,51.1,45.8,55.7,37.3,0,0,2025-12-31
97886,97886,H2-2025,74.5,28.8,54.3,35.4,68.2,40.3,44.7,66.3,22.5,39.8,0.1,37.7,59.4,0,0,2025-12-31
97887,97887,Q1-2025,63.3,60.0,96.7,62.9,37.9,29.4,14.0,66.0,26.6,70.8,26.7,39.0,47.0,0,0,2025-12-31
97888,97888,Q3-2025,86.1,65.9,79.8,56.8,52.4,65.6,100.0,70.7,39.2,59.3,60.6,22.1,42.3,0,0,2025-12-31
97889,97889,Q1-2025,71.0,79.3,91.7,74.1,32.6,75.3,59.6,78.1,35.5,74.6,45.4,34.0,68.4,0,1,2025-12-31
97890,97890,H2-2025,76.3,67.4,91.1,74.9,21.2,67.1,98.3,85.0,53.9,55.0,81.5,47.0,52.3,0,1,2025-12-31
97891,97891,H1-2025,54.3,78.2,76.1,70.6,18.7,51.5,59.8,70.6,38.2,54.0,47.7,27.5,69.7,0,1,2025-12-31
97892,97892,Q3-2025,73.6,53.5,79.9,70.1,28.6,56.0,14.5,56.7,36.9,52.8,37.3,22.3,64.0,0,1,2025-12-31
97893,97893,Q3-2025,65.9,75.7,90.2,65.1,30.8,57.6,44.5,83.6,4.8,73.3,61.3,12.9,93.3,0,1,2025-12-31
97894,97894,H1-2025,66.8,52.0,85.2,76.7,18.0,37.3,69.8,80.2,67.1,70.0,26.5,40.8,52.9,0,1,2025-12-31
97895,97895,Q3-2025,41.2,36.6,95.4,74.0,25.8,74.7,63.5,76.9,51.9,48.7,37.4,40.7,47.8,0,1,2025-12-31
97896,97896,H1-2025,49.8,2.7,52.9,43.7,55.7,48.0,79.0,51.1,14.8,31.5,12.4,19.3,60.2,0,0,2025-12-31
97897,97897,Q2-2025,60.2,34.9,74.7,59.6,39.3,60.1,55.8,69.8,27.6,45.3,21.8,13.1,56.9,0,0,2025-12-31
97898,97898,H2-2025,53.0,26.5,73.5,47.7,58.5,44.9,77.0,73.6,23.3,52.0,30.4,22.6,57.7,0,0,2025-12-31
97899,97899,Q3-2025,61.6,39.2,77.6,41.3,55.3,54.7,44.2,49.5,9.3,30.7,33.2,37.2,47.2,0,0,2025-12-31
97900,97900,H2-2025,72.4,0.0,27.6,46.1,54.9,71.0,36.4,58.0,-7.5,39.9,22.0,34.5,77.5,0,0,2025-12-31
97901,97901,Q2-2025,60.5,25.9,65.4,56.7,38.4,42.0,62.2,64.2,21.2,39.4,19.3,36.3,48.0,0,0,2025-12-31
97902,97902,Q3-2025,51.7,14.6,62.9,60.2,38.6,35.3,50.7,51.8,31.9,66.5,24.2,49.5,65.2,0,0,2025-12-31
97903,97903,Q4-2025,86.3,64.4,78.1,57.0,46.7,56.2,45.5,61.3,28.6,36.6,33.4,31.8,66.3,0,0,2025-12-31
97904,97904,Q2-2025,55.2,56.3,98.9,72.7,23.3,48.6,57.0,88.7,53.4,71.0,62.1,42.7,47.4,0,1,2025-12-31
97905,97905,Q2-2025,58.8,33.6,74.8,74.7,25.6,57.3,41.7,79.4,29.7,80.2,12.8,32.7,57.6,0,1,2025-12-31
97906,97906,H1-2025,82.4,54.6,72.2,70.7,29.4,55.9,40.3,100.0,29.4,70.4,39.8,31.7,65.9,0,1,2025-12-31
97907,97907,H2-2025,66.7,32.5,65.8,60.3,35.7,60.2,65.5,62.9,18.6,52.1,22.0,25.6,47.2,0,0,2025-12-31
97908,97908,Q1-2025,93.5,58.4,64.9,62.2,47.7,72.1,46.3,52.0,33.7,53.9,33.5,61.5,56.5,0,0,2025-12-31
97909,97909,Q2-2025,37.9,59.8,78.1,62.8,55.1,16.8,28.4,48.5,47.4,42.1,30.5,44.3,70.9,0,0,2025-12-31
97910,97910,Q2-2025,40.6,55.5,85.1,53.1,51.4,63.1,49.6,62.7,41.3,43.2,51.9,41.7,48.2,0,0,2025-12-31
97911,97911,Q3-2025,50.7,46.0,95.3,59.1,51.7,48.0,35.9,76.0,8.2,45.0,41.1,69.5,39.8,0,0,2025-12-31
97912,97912,Q1-2025,68.7,43.9,75.2,60.8,47.3,34.1,40.5,70.6,35.1,46.7,40.0,23.5,68.2,0,0,2025-12-31
97913,97913,Q3-2025,83.6,68.6,85.0,61.9,37.8,52.0,41.5,67.3,29.8,50.5,42.2,53.8,71.4,0,0,2025-12-31
97914,97914,H2-2025,64.4,43.6,79.2,50.3,46.3,29.4,64.5,81.9,41.8,47.8,28.5,30.1,54.5,0,0,2025-12-31
97915,97915,Q4-2025,46.6,47.3,99.3,83.5,9.4,75.0,62.1,80.4,42.8,61.1,42.9,28.8,46.4,0,1,2025-12-31
97916,97916,Q1-2025,42.7,35.8,93.1,85.9,17.4,73.6,57.9,64.2,49.6,68.4,29.8,55.3,51.7,0,1,2025-12-31
97917,97917,H1-2025,38.7,76.5,62.2,38.6,54.2,36.9,71.5,63.9,-0.8,44.1,53.2,35.8,77.1,0,0,2025-12-31
97918,97918,Q4-2025,50.5,28.4,77.9,47.2,58.3,46.7,37.2,87.5,41.0,36.1,34.9,23.4,52.6,0,0,2025-12-31
97919,97919,Q2-2025,28.6,26.5,97.9,92.4,8.8,49.1,33.8,78.9,48.0,87.2,28.1,35.7,75.7,0,1,2025-12-31
97920,97920,Q3-2025,67.1,52.0,84.9,74.4,30.0,46.3,52.6,80.9,43.1,76.4,29.9,29.9,59.3,0,1,2025-12-31
97921,97921,Q3-2025,36.7,61.5,75.2,67.1,29.5,58.0,80.8,75.4,29.0,64.7,54.5,46.2,73.7,0,1,2025-12-31
97922,97922,Q3-2025,68.2,30.3,62.1,44.3,62.8,34.4,49.2,56.6,16.8,51.6,19.2,2.4,67.9,0,0,2025-12-31
97923,97923,Q1-2025,62.9,18.2,55.3,71.6,35.2,52.6,56.6,50.8,33.0,59.9,6.6,26.2,37.5,0,1,2025-12-31
97924,97924,Q3-2025,77.9,25.2,47.3,53.8,49.0,71.1,45.4,60.4,22.2,34.6,42.2,66.9,66.2,0,0,2025-12-31
97925,97925,Q1-2025,64.7,19.3,54.6,49.4,48.6,70.2,77.7,50.7,23.0,54.5,27.0,34.4,76.8,0,0,2025-12-31
97926,97926,Q2-2025,100.0,29.9,29.9,35.2,65.1,54.3,57.1,50.4,22.9,20.8,39.8,24.2,58.6,0,0,2025-12-31
97927,97927,H2-2025,78.4,63.3,84.9,51.8,40.0,66.4,100.0,58.8,14.8,39.9,45.4,22.5,43.3,0,0,2025-12-31
97928,97928,Q2-2025,44.4,0.0,55.6,72.1,30.2,42.4,50.3,51.0,71.6,54.6,16.4,20.9,59.8,0,1,2025-12-31
97929,97929,Q3-2025,79.2,27.1,47.9,49.6,44.2,51.2,90.3,43.8,7.1,55.0,13.0,39.8,52.9,0,0,2025-12-31
97930,97930,H1-2025,73.3,8.1,34.8,37.8,65.2,65.3,67.2,67.8,-1.2,43.4,13.7,45.8,47.4,0,0,2025-12-31
97931,97931,Q1-2025,46.1,53.4,92.7,59.5,39.4,33.5,74.3,69.7,20.2,46.9,54.5,57.0,49.8,0,0,2025-12-31
97932,97932,Q2-2025,88.9,8.0,19.1,36.7,61.3,69.4,57.1,39.3,26.9,34.4,0.0,16.3,29.6,0,0,2025-12-31
97933,97933,Q4-2025,56.0,41.6,85.6,64.6,38.5,37.2,44.4,61.6,41.7,44.4,48.5,46.8,63.6,0,0,2025-12-31
97934,97934,Q1-2025,57.8,55.6,97.8,65.0,29.6,49.9,77.3,81.5,35.2,43.5,40.8,54.6,52.2,0,1,2025-12-31
97935,97935,H2-2025,88.6,42.7,54.1,55.1,34.9,53.3,45.1,59.6,2.0,55.6,31.5,23.8,78.1,0,0,2025-12-31
97936,97936,H2-2025,40.2,80.1,60.1,45.9,52.6,27.1,72.2,75.5,42.8,35.0,49.4,35.0,64.0,0,0,2025-12-31
97937,97937,Q3-2025,66.8,21.3,54.5,41.4,65.8,33.6,89.4,50.1,49.8,25.3,5.4,26.4,48.0,0,0,2025-12-31
97938,97938,Q2-2025,76.0,0.0,24.0,42.2,56.6,49.6,35.5,41.8,5.4,32.6,10.8,39.1,47.5,0,0,2025-12-31
97939,97939,H1-2025,72.4,29.0,56.6,31.9,70.2,48.5,45.9,56.5,37.7,12.5,0.0,6.4,62.9,0,0,2025-12-31
97940,97940,H2-2025,65.3,18.2,52.9,50.9,46.3,65.0,59.3,72.1,20.4,44.5,0.0,34.5,30.9,1,0,2025-12-31
97941,97941,Q1-2025,65.8,50.6,84.8,57.5,43.4,60.4,57.5,63.6,3.4,46.1,14.2,15.1,64.6,0,0,2025-12-31
97942,97942,Q4-2025,87.6,68.4,80.8,58.4,34.7,70.3,41.5,79.0,25.4,25.5,31.3,24.8,39.6,1,0,2025-12-31
97943,97943,Q3-2025,55.1,69.4,85.7,64.8,39.2,57.6,63.6,82.3,36.5,65.3,42.4,56.2,63.8,0,0,2025-12-31
97944,97944,H2-2025,66.5,47.2,80.7,61.6,31.0,54.6,60.5,74.8,53.4,34.4,21.6,51.0,79.3,0,0,2025-12-31
97945,97945,Q1-2025,64.5,47.8,83.3,72.9,37.8,64.0,44.4,61.0,30.9,52.8,40.1,34.8,50.6,0,1,2025-12-31
97946,97946,Q4-2025,74.3,56.6,82.3,77.3,17.5,61.7,56.0,74.0,19.6,66.7,48.6,31.7,62.0,0,1,2025-12-31
97947,97947,H1-2025,95.1,14.4,19.3,52.0,41.7,68.6,43.1,68.5,57.7,52.5,23.4,31.4,46.4,1,0,2025-12-31
97948,97948,H2-2025,91.6,32.3,40.7,36.1,56.3,56.4,71.6,54.4,8.5,45.2,13.4,9.5,63.8,0,0,2025-12-31
97949,97949,Q2-2025,27.9,58.6,69.3,43.8,57.4,51.6,66.4,74.7,-5.2,35.5,35.4,33.9,72.1,0,0,2025-12-31
97950,97950,H2-2025,46.1,47.3,98.8,73.5,20.3,67.8,47.0,85.2,42.0,51.9,10.9,42.4,56.7,0,1,2025-12-31
97951,97951,H2-2025,92.6,51.9,59.3,34.7,66.3,42.4,81.1,61.0,-1.8,25.2,25.0,19.8,49.5,0,0,2025-12-31
97952,97952,H2-2025,71.0,34.0,63.0,38.9,58.2,50.7,62.1,79.6,27.3,40.0,36.4,17.9,70.0,0,0,2025-12-31
97953,97953,H1-2025,78.4,35.2,56.8,43.3,57.7,56.1,40.7,70.0,8.9,35.8,30.8,14.6,55.4,1,0,2025-12-31
97954,97954,H1-2025,47.1,29.6,82.5,84.8,12.3,78.3,43.0,80.7,40.0,62.8,32.7,73.3,58.0,0,1,2025-12-31
97955,97955,Q4-2025,91.5,43.1,51.6,47.8,59.8,60.5,62.9,60.7,-4.8,39.7,42.0,21.1,58.7,0,0,2025-12-31
97956,97956,H2-2025,43.5,35.1,91.6,74.0,24.3,60.4,42.4,81.3,47.2,53.6,37.2,55.6,81.2,0,1,2025-12-31
97957,97957,H2-2025,57.7,15.5,57.8,42.1,51.3,68.4,59.5,49.1,25.6,39.5,11.7,48.8,55.0,0,0,2025-12-31
97958,97958,Q4-2025,77.7,12.4,34.7,28.0,71.7,18.8,72.2,53.1,18.2,29.5,4.9,28.1,61.8,0,0,2025-12-31
97959,97959,Q2-2025,78.1,69.2,91.1,47.3,47.2,23.0,82.0,77.8,39.0,60.3,23.5,34.2,43.8,0,0,2025-12-31
97960,97960,H2-2025,39.7,28.2,88.5,54.2,40.3,39.0,28.5,78.9,40.9,29.3,25.2,37.1,74.2,0,0,2025-12-31
97961,97961,H2-2025,74.0,44.3,70.3,54.2,45.2,47.9,70.2,61.3,39.1,24.1,34.8,46.3,59.0,0,0,2025-12-31
97962,97962,Q4-2025,53.2,57.8,95.4,70.0,31.3,71.4,77.9,61.5,46.9,60.1,66.1,47.8,77.9,0,1,2025-12-31
97963,97963,Q3-2025,51.8,57.4,94.4,58.7,32.2,68.8,76.7,88.6,32.4,54.5,43.2,58.5,59.0,0,0,2025-12-31
97964,97964,Q2-2025,49.4,19.9,70.5,57.0,47.1,58.3,36.5,60.2,37.4,43.8,25.2,-5.7,56.1,0,0,2025-12-31
97965,97965,Q4-2025,56.9,62.3,94.6,61.1,38.8,32.5,80.7,79.8,49.2,45.4,31.2,40.5,57.6,0,0,2025-12-31
97966,97966,Q4-2025,45.2,31.0,85.8,63.7,41.8,56.7,38.3,85.0,32.8,37.9,2.5,46.8,51.3,0,0,2025-12-31
97967,97967,Q4-2025,39.0,26.5,87.5,42.3,61.5,45.4,25.8,56.9,30.9,28.5,7.9,56.1,42.3,0,0,2025-12-31
97968,97968,Q3-2025,81.0,69.4,88.4,71.8,23.5,60.4,38.6,65.1,48.5,63.6,25.9,65.6,49.8,0,1,2025-12-31
97969,97969,Q2-2025,46.0,88.6,57.4,69.9,31.3,51.3,86.0,54.4,35.9,59.2,63.6,31.6,67.1,0,1,2025-12-31
97970,97970,H2-2025,50.9,49.7,98.8,52.7,46.8,53.5,57.0,81.8,48.7,45.7,43.1,25.7,53.4,0,0,2025-12-31
97971,97971,H1-2025,66.5,49.8,83.3,68.8,24.9,52.8,35.4,80.8,24.0,43.9,27.7,14.8,51.7,0,1,2025-12-31
97972,97972,Q3-2025,58.2,45.6,87.4,56.3,44.3,39.9,70.3,65.0,55.1,32.7,42.9,40.1,52.2,0,0,2025-12-31
97973,97973,Q1-2025,74.0,14.6,40.6,41.3,61.6,59.4,18.1,48.6,20.8,18.1,15.1,71.5,44.4,0,0,2025-12-31
97974,97974,H2-2025,76.6,82.5,94.1,72.9,27.9,88.4,43.4,72.2,7.8,58.9,85.3,33.2,81.5,0,1,2025-12-31
97975,97975,H2-2025,66.3,21.6,55.3,46.8,48.9,74.3,66.5,72.4,18.2,61.9,16.9,35.5,67.8,0,0,2025-12-31
97976,97976,H2-2025,51.1,25.4,74.3,42.7,52.3,57.4,79.9,48.0,48.8,45.5,8.5,21.8,28.4,0,0,2025-12-31
97977,97977,Q4-2025,20.1,27.2,92.9,85.9,15.3,25.6,25.5,74.8,39.5,75.9,48.7,62.5,54.1,0,1,2025-12-31
97978,97978,Q3-2025,6.8,52.5,54.3,33.7,66.9,35.2,62.8,48.6,21.8,22.7,28.8,-9.8,52.4,0,0,2025-12-31
97979,97979,H2-2025,66.7,26.1,59.4,69.1,38.2,51.7,41.8,35.3,37.8,59.8,22.4,31.4,72.5,0,1,2025-12-31
97980,97980,Q1-2025,71.4,45.1,73.7,44.1,67.0,25.1,37.4,79.9,19.4,44.0,44.9,32.1,57.7,0,0,2025-12-31
97981,97981,Q3-2025,58.5,40.0,81.5,69.4,19.2,45.5,55.6,68.9,35.0,60.4,44.5,32.5,69.9,0,1,2025-12-31
97982,97982,Q3-2025,71.7,57.8,86.1,41.1,58.3,46.5,17.4,38.5,12.8,33.2,32.2,46.8,47.9,0,0,2025-12-31
97983,97983,Q2-2025,70.7,56.3,85.6,84.7,16.0,58.1,51.2,71.9,48.2,79.4,51.4,58.4,53.8,0,1,2025-12-31
97984,97984,Q2-2025,42.6,22.9,80.3,55.4,45.3,31.3,89.9,84.9,32.8,50.1,23.2,32.4,58.8,0,0,2025-12-31
97985,97985,Q2-2025,39.9,61.0,78.9,69.5,24.6,56.3,66.5,73.5,27.7,45.2,51.8,35.7,80.5,0,1,2025-12-31
97986,97986,Q2-2025,78.2,20.2,42.0,36.1,74.4,25.1,64.2,40.8,1.8,25.0,13.9,-1.8,54.1,0,0,2025-12-31
97987,97987,H1-2025,76.0,58.4,82.4,46.3,60.8,36.6,86.9,87.0,22.6,29.9,37.6,41.4,58.9,0,0,2025-12-31
97988,97988,Q2-2025,46.8,39.4,92.6,69.6,25.6,23.9,59.3,77.3,24.5,68.6,39.8,46.6,70.1,0,1,2025-12-31
97989,97989,Q1-2025,60.3,35.1,74.8,54.4,55.2,59.4,66.8,66.3,25.7,46.2,51.7,40.2,65.5,0,0,2025-12-31
