event_id,user_id,event_type,event_date,impact_score,emotional_impact,financial_impact,stress_impact,recovery_time,support_received,lesson_learned,adaptation_score,resilience_score,mindset_shift,behavioral_change,risk_taken,outcome_effect,long_term_effect,recorded_at
78253,78253,Promotion,2022-09-12,-6.8,14.3,-0.7,0.0,9.0,53.6,59.4,32.6,46.9,54.0,45.1,14.9,5.2,31.6,2022-10-23
78254,78254,Education Milestone,2024-09-05,-64.5,77.0,15.9,50.9,56.0,51.0,33.6,29.1,53.5,15.3,47.3,33.8,-25.4,-8.2,2024-11-11
78255,78255,Investment Win,2024-07-27,17.5,3.9,-26.0,9.2,8.0,40.4,44.2,22.6,22.7,45.2,46.8,26.1,13.1,26.7,2024-09-15
78256,78256,Layoff,2024-08-18,15.3,9.8,-20.5,5.2,19.0,42.4,43.0,37.8,31.7,39.4,35.4,17.8,34.1,12.5,2024-09-26
78257,78257,Childbirth,2025-12-08,-13.8,2.1,-8.1,24.5,20.0,100.0,36.4,55.7,66.9,12.9,49.9,44.3,33.3,37.8,2026-01-18
78258,78258,Travel,2024-04-14,33.8,50.7,20.7,26.0,29.0,36.1,69.9,69.7,77.9,34.8,56.2,11.6,47.6,59.9,2024-05-03
78259,78259,Illness,2024-07-24,9.4,13.3,40.9,0.0,5.0,23.9,51.2,32.1,43.9,47.9,84.6,18.0,20.9,34.3,2024-07-31
78260,78260,Layoff,2023-12-10,6.3,0.0,-11.3,1.0,0.0,0.0,44.2,21.2,36.7,50.7,45.7,75.2,1.0,20.6,2023-12-18
78261,78261,Layoff,2022-03-12,39.7,47.3,12.0,33.0,47.0,55.0,81.6,43.2,58.4,52.1,40.9,33.8,37.8,52.7,2022-05-19
78262,78262,Investment Win,2025-06-15,-31.6,20.9,-2.5,10.3,15.0,42.7,31.0,31.8,41.3,39.6,40.3,39.5,5.2,9.7,2025-07-25
78263,78263,Reconciliation,2025-10-04,-6.8,6.4,5.3,5.6,0.0,62.2,89.4,55.1,60.4,1.2,38.2,33.3,44.1,76.6,2025-10-24
78264,78264,Relocation,2024-10-14,65.0,68.4,13.9,69.5,51.0,23.9,38.5,55.1,53.7,0.0,57.2,43.4,36.4,31.1,2024-10-22
78265,78265,Relocation,2023-06-02,-10.5,11.9,-28.4,0.0,10.0,33.0,58.3,31.0,37.6,23.7,87.3,31.2,-6.6,23.8,2023-07-28
78266,78266,Reconciliation,2023-11-21,-29.7,24.6,4.2,26.8,39.0,57.4,55.1,64.3,46.9,52.4,48.5,0.0,25.1,37.7,2023-11-27
78267,78267,Accident,2024-01-29,22.5,20.6,2.3,18.5,23.0,59.9,45.0,28.1,19.3,41.3,65.1,12.2,25.2,17.4,2024-03-02
78268,78268,Illness,2023-02-20,18.2,16.7,17.0,17.3,17.0,48.5,76.0,63.2,44.6,40.3,51.6,8.1,50.4,48.3,2023-04-30
78269,78269,Financial Loss,2022-01-16,41.4,24.5,-24.9,23.0,19.0,45.8,51.4,36.0,32.1,25.4,30.5,28.6,37.1,45.4,2022-01-26
78270,78270,Layoff,2024-05-10,-47.9,36.2,-36.0,43.0,20.0,57.6,74.2,54.1,61.4,51.5,67.1,26.5,-8.1,13.5,2024-05-21
78271,78271,Recovery,2024-05-23,2.7,0.0,7.0,6.6,5.0,35.5,29.4,38.6,50.5,28.0,60.9,17.6,25.2,23.4,2024-08-09
78272,78272,Bereavement,2023-02-01,-9.8,13.0,-32.1,14.6,19.0,78.8,48.9,29.7,49.9,67.5,48.0,50.1,23.9,24.3,2023-04-13
78273,78273,Recovery,2025-04-04,-15.4,11.6,33.6,12.0,0.0,0.0,54.4,32.5,41.4,37.3,50.3,65.8,21.6,41.0,2025-07-01
78274,78274,Retirement,2025-05-24,-23.0,23.2,-46.7,25.7,26.0,41.0,39.7,17.1,22.2,35.0,81.3,54.8,-8.7,-12.6,2025-06-26
78275,78275,Education Milestone,2022-10-02,-32.4,37.4,-39.9,39.4,36.0,56.2,34.1,66.7,49.9,28.4,52.0,28.4,6.7,3.5,2022-10-17
78276,78276,Bereavement,2024-06-25,30.1,47.5,-19.2,36.3,15.0,39.6,34.6,21.8,0.0,23.9,40.1,16.4,7.2,15.3,2024-07-04
78277,78277,Spiritual Awakening,2025-10-21,-50.4,64.5,-60.3,39.0,46.0,69.3,44.8,61.4,49.5,59.8,21.5,10.5,16.1,24.3,2025-11-30
78278,78278,Education Milestone,2024-03-06,-21.9,24.0,10.7,25.4,6.0,16.0,42.6,26.0,33.7,17.0,46.8,34.6,-2.0,19.0,2024-03-31
78279,78279,Childbirth,2022-10-18,35.5,42.4,10.8,30.9,37.0,71.0,48.0,16.2,23.1,0.0,60.2,21.0,40.4,54.9,2022-11-23
78280,78280,Divorce,2022-07-14,-0.9,7.3,24.6,1.7,0.0,28.5,64.7,43.4,48.2,20.6,63.0,6.5,22.1,10.5,2022-07-22
78281,78281,Marriage,2022-02-18,9.3,10.9,-33.3,3.5,1.0,30.0,59.0,35.3,49.0,38.9,48.1,40.7,28.1,25.3,2022-03-31
78282,78282,Retirement,2022-05-05,-41.0,52.1,24.4,32.3,43.0,64.1,50.5,44.8,48.0,43.5,43.2,43.4,12.2,37.4,2022-06-11
78283,78283,Divorce,2024-06-27,-32.3,25.8,-14.7,11.5,8.0,31.7,27.8,72.3,49.7,47.4,52.7,41.2,29.1,31.5,2024-08-07
78284,78284,Illness,2024-01-22,-27.5,32.5,24.1,25.5,27.0,45.5,74.5,46.4,34.5,47.1,56.3,51.1,22.1,35.3,2024-03-02
78285,78285,Layoff,2025-10-12,-0.3,1.9,-24.9,8.0,0.0,56.1,54.3,36.6,48.8,49.4,69.3,22.8,23.4,27.6,2025-12-06
78286,78286,Accident,2023-09-26,-21.2,7.7,7.3,11.1,21.0,42.9,63.2,63.8,52.9,44.4,23.0,41.2,12.2,14.4,2023-12-03
78287,78287,Layoff,2023-03-03,-28.4,32.4,-9.0,26.1,23.0,36.1,47.1,42.7,27.2,49.0,81.0,10.0,14.2,36.7,2023-05-05
78288,78288,Investment Win,2024-12-21,14.1,0.0,-13.1,11.2,6.0,65.3,64.9,31.4,41.3,56.1,72.4,14.7,14.5,22.7,2025-01-15
78289,78289,Divorce,2023-06-05,13.4,24.5,-0.4,6.2,32.0,55.5,21.1,17.0,22.1,45.7,51.2,26.2,13.1,16.5,2023-06-30
78290,78290,Promotion,2025-03-12,44.1,47.6,-0.6,31.9,28.0,65.9,69.9,73.9,66.6,39.4,56.7,60.5,59.9,52.5,2025-05-12
78291,78291,Divorce,2023-04-16,11.4,12.7,-24.4,17.1,8.0,64.9,37.9,21.0,43.8,29.2,61.6,20.1,-4.4,21.0,2023-06-20
78292,78292,Investment Win,2024-09-23,-15.8,24.3,-8.1,16.0,30.0,16.7,64.1,74.4,80.9,50.7,39.0,4.2,43.0,42.9,2024-10-16
78293,78293,Recovery,2022-01-10,7.2,3.0,4.2,0.0,7.0,84.1,70.7,78.4,46.8,89.0,54.9,25.2,45.1,53.6,2022-03-13
78294,78294,Divorce,2022-05-16,-31.0,20.3,-31.1,41.1,39.0,27.9,66.1,46.9,43.7,52.5,23.3,55.1,-3.0,18.5,2022-07-07
78295,78295,Promotion,2023-07-07,42.4,38.0,-34.2,27.7,31.0,82.6,58.5,36.8,42.9,39.7,85.3,20.6,56.0,48.7,2023-07-27
78296,78296,Marriage,2024-03-14,55.7,50.5,9.4,36.9,55.0,32.7,59.4,44.3,55.0,67.0,10.3,35.6,58.8,58.3,2024-03-21
78297,78297,Accident,2022-10-11,-8.6,7.0,10.5,8.8,0.0,71.4,52.0,45.4,31.7,40.2,6.8,38.7,11.1,19.1,2022-12-07
78298,78298,Divorce,2022-06-30,31.5,47.4,-22.1,8.2,16.0,37.3,40.3,50.6,53.3,45.9,53.4,40.8,32.7,47.7,2022-09-06
78299,78299,Marriage,2023-12-06,50.2,57.1,-28.3,32.6,33.0,3.8,59.3,49.8,41.0,39.1,17.7,50.8,38.2,34.0,2024-03-03
78300,78300,Recovery,2025-01-21,5.0,3.4,-23.8,8.2,13.0,31.2,24.0,26.3,17.2,55.6,80.7,5.0,14.0,29.5,2025-02-13
78301,78301,Travel,2024-05-11,-29.0,33.7,53.4,12.5,26.0,54.5,51.6,41.8,34.2,38.4,22.7,50.3,15.0,13.1,2024-06-23
78302,78302,Promotion,2022-03-22,7.2,14.9,-28.9,0.0,18.0,59.0,43.6,32.7,13.9,39.6,18.7,24.6,22.1,32.2,2022-05-01
78303,78303,Marriage,2024-01-18,-19.0,8.6,1.7,0.6,4.0,37.4,62.6,19.3,13.5,27.6,38.5,6.3,14.9,32.3,2024-03-28
78304,78304,Recovery,2025-11-08,-11.1,1.4,-10.4,11.5,1.0,100.0,29.8,25.4,45.1,33.3,64.8,30.4,-1.3,15.6,2026-01-01
78305,78305,Accident,2022-06-18,-19.5,20.4,18.0,11.3,37.0,40.3,73.1,54.0,58.5,70.4,18.0,23.7,-0.4,12.5,2022-09-12
78306,78306,Travel,2022-05-24,25.0,31.8,-14.2,5.7,23.0,60.9,45.0,36.2,42.5,18.2,46.2,39.0,35.7,25.1,2022-06-06
78307,78307,Retirement,2025-09-07,-16.5,27.1,31.0,0.0,23.0,37.4,66.4,34.2,32.0,66.1,17.0,9.2,7.4,25.9,2025-11-27
78308,78308,Promotion,2023-05-16,-55.6,55.8,42.2,28.4,43.0,79.6,100.0,48.8,43.2,25.9,22.8,78.9,-7.4,29.6,2023-05-22
78309,78309,Relocation,2023-01-09,-4.3,9.6,-10.1,4.1,15.0,35.0,8.7,20.5,32.2,30.8,58.6,24.5,1.9,6.1,2023-04-07
78310,78310,Retirement,2024-10-26,-48.1,51.3,-21.1,30.6,43.0,70.8,50.9,25.2,29.5,34.7,36.3,40.9,-42.8,7.5,2024-11-11
78311,78311,Job Change,2022-09-16,-3.5,17.5,0.9,0.0,0.0,32.7,38.4,27.4,31.4,49.9,39.7,18.1,-14.6,5.0,2022-10-07
78312,78312,Reconciliation,2024-07-31,-13.9,15.9,-38.5,17.1,21.0,15.4,56.6,39.8,48.8,44.4,57.0,0.0,1.2,-1.6,2024-08-26
78313,78313,Job Change,2023-07-18,-29.9,29.3,9.9,4.5,25.0,28.8,40.7,34.3,47.8,25.5,49.2,67.1,-9.1,1.2,2023-09-03
78314,78314,Divorce,2022-07-10,-27.2,13.3,27.8,27.9,18.0,72.4,72.2,18.4,19.6,52.9,18.2,31.6,2.9,39.5,2022-07-26
78315,78315,Marriage,2025-07-14,16.0,14.4,-3.1,4.7,21.0,66.6,45.4,38.8,53.8,30.9,16.9,68.7,44.6,39.5,2025-08-05
78316,78316,Divorce,2025-02-14,-21.4,15.8,-2.9,3.8,22.0,44.3,64.3,50.5,73.2,27.0,19.0,37.7,25.1,17.1,2025-03-06
78317,78317,Reconciliation,2024-12-02,-33.9,36.1,-9.9,37.1,33.0,74.7,21.0,32.2,46.3,18.8,6.9,64.2,-5.5,15.6,2024-12-08
78318,78318,Reconciliation,2022-05-14,-46.0,38.2,-12.6,43.5,27.0,45.4,23.1,15.8,30.5,36.5,72.2,31.7,-7.3,18.5,2022-07-02
78319,78319,Relocation,2024-05-29,-39.0,43.1,-15.5,25.0,7.0,76.8,49.2,75.6,49.1,44.0,33.5,51.9,26.1,34.1,2024-08-20
78320,78320,Accident,2023-03-07,-5.1,0.0,12.0,0.0,11.0,16.3,86.7,62.7,51.1,36.4,53.7,29.7,17.2,21.3,2023-03-20
78321,78321,Job Change,2023-05-11,-2.8,0.0,6.1,0.0,0.0,31.8,36.0,17.3,30.9,13.8,39.1,54.0,-6.0,9.8,2023-08-06
78322,78322,Investment Win,2025-08-15,-19.6,30.6,34.2,1.3,12.0,35.5,67.3,3.4,33.7,12.6,73.9,38.2,-19.4,4.5,2025-10-01
78323,78323,Illness,2025-09-18,-19.0,8.1,12.2,34.6,0.0,70.4,43.5,29.3,44.5,38.6,46.2,13.0,20.0,24.4,2025-12-10
78324,78324,Recovery,2025-07-04,3.8,2.0,-3.9,0.0,5.0,68.0,62.6,41.5,41.6,39.1,23.4,5.6,17.7,25.7,2025-07-12
78325,78325,Layoff,2022-12-11,27.1,41.8,-48.2,21.3,38.0,58.0,33.6,40.2,30.1,32.9,55.3,55.2,36.5,31.8,2023-01-30
78326,78326,Marriage,2022-01-02,-9.8,0.0,-52.2,21.0,13.0,54.1,44.0,42.4,52.9,41.8,36.8,18.2,2.8,26.0,2022-01-13
78327,78327,Illness,2022-01-11,36.1,33.5,-37.8,29.1,45.0,39.6,47.8,10.4,19.1,30.2,49.9,47.3,6.1,15.1,2022-03-04
78328,78328,Spiritual Awakening,2022-12-01,48.5,31.0,-6.0,39.2,46.0,49.8,55.1,15.6,16.5,54.5,63.9,9.9,25.8,27.6,2023-02-06
78329,78329,Spiritual Awakening,2023-08-24,14.9,21.2,12.1,16.1,23.0,74.6,64.1,36.7,42.7,44.6,39.1,34.9,38.7,32.6,2023-10-31
78330,78330,Spiritual Awakening,2022-06-14,-4.0,0.0,-3.0,0.0,5.0,55.6,55.6,28.5,51.2,7.7,58.7,18.1,13.2,33.9,2022-08-20
78331,78331,Investment Win,2022-05-06,-9.5,13.1,-9.8,8.7,8.0,53.1,69.4,33.1,39.2,34.7,40.7,20.4,17.7,23.1,2022-07-16
78332,78332,Financial Loss,2023-06-21,-4.3,2.3,-77.2,5.8,3.0,59.6,50.9,37.4,36.1,33.7,76.8,41.3,23.0,26.5,2023-07-30
78333,78333,Relocation,2022-10-03,-28.1,44.9,44.5,27.5,18.0,19.4,40.2,49.6,48.9,54.7,23.3,62.0,22.5,35.5,2022-10-08
78334,78334,Accident,2023-07-27,-0.6,0.0,-51.8,0.0,0.0,54.6,55.4,21.7,22.7,24.9,88.5,15.5,8.2,11.1,2023-08-07
78335,78335,Illness,2025-02-20,1.4,0.0,-8.0,0.0,5.0,28.9,46.5,25.5,34.3,46.1,36.3,27.4,39.4,46.9,2025-02-25
78336,78336,Spiritual Awakening,2025-07-28,6.9,11.1,25.0,1.3,0.0,100.0,48.1,53.7,51.5,50.1,25.8,47.5,16.0,24.1,2025-10-07
78337,78337,Promotion,2025-06-13,54.0,38.6,20.8,39.5,61.0,62.0,35.1,23.6,34.6,29.1,52.4,38.4,53.2,62.5,2025-08-24
78338,78338,Marriage,2023-03-10,15.7,8.3,13.0,16.7,3.0,78.0,51.7,40.7,44.2,60.8,30.8,47.4,29.7,38.0,2023-04-27
78339,78339,Investment Win,2022-04-13,-39.5,45.5,-16.1,22.0,18.0,35.0,44.8,40.1,34.6,28.5,71.0,28.9,-14.5,3.3,2022-05-17
78340,78340,Travel,2022-07-13,-9.7,3.9,-8.4,3.7,3.0,75.5,62.3,52.2,66.8,61.3,46.5,52.4,2.4,6.8,2022-09-09
78341,78341,Divorce,2023-11-08,6.0,3.2,-5.4,12.0,0.0,28.7,53.1,32.1,43.5,24.2,31.9,45.8,7.8,31.5,2023-12-06
78342,78342,Investment Win,2022-08-11,-18.1,20.9,-7.2,23.8,15.0,31.7,26.3,32.7,31.2,29.6,95.0,13.1,38.3,16.3,2022-09-22
78343,78343,Education Milestone,2025-05-13,-2.7,1.9,-15.8,11.9,3.0,41.1,19.8,34.1,37.1,30.2,64.5,2.4,37.8,27.7,2025-06-01
78344,78344,Recovery,2022-06-23,32.6,24.2,30.7,42.4,20.0,34.3,70.1,52.5,38.8,18.2,20.0,28.8,30.8,39.3,2022-09-15
78345,78345,Bereavement,2025-12-29,4.1,8.1,17.0,8.0,10.0,59.3,33.7,27.7,16.4,31.7,60.2,14.7,27.0,26.2,2026-03-06
78346,78346,Education Milestone,2024-01-21,10.2,8.3,-28.4,17.7,0.0,100.0,59.8,66.4,52.3,48.4,11.8,40.6,41.0,54.3,2024-04-04
78347,78347,Accident,2023-01-07,-4.1,12.1,-17.4,6.1,0.0,34.3,56.2,56.6,75.7,46.4,16.0,37.8,38.7,74.9,2023-01-26
78348,78348,Financial Loss,2023-05-26,-6.0,0.0,-9.5,1.4,0.0,59.4,73.8,53.2,57.2,40.5,77.8,58.1,20.9,36.8,2023-07-03
78349,78349,Marriage,2025-03-10,9.4,3.5,-12.7,13.1,10.0,63.0,69.2,41.6,46.0,22.9,51.4,60.7,43.6,52.1,2025-04-13
78350,78350,Education Milestone,2024-10-23,-8.2,21.5,20.0,15.4,10.0,63.5,45.3,52.9,35.9,20.2,65.0,24.8,19.1,43.3,2024-11-17
78351,78351,Illness,2022-01-19,16.2,10.3,-20.9,18.8,22.0,46.3,48.4,24.1,35.3,64.4,47.7,37.6,29.3,63.1,2022-04-05
78352,78352,Retirement,2025-10-24,10.2,2.1,-10.2,14.1,17.0,45.0,46.6,37.1,41.6,23.1,57.4,79.9,25.2,45.6,2026-01-09
78353,78353,Bereavement,2025-10-26,8.7,4.7,53.0,6.8,17.0,42.5,56.2,55.0,60.1,67.9,90.8,27.9,27.1,24.8,2025-12-18
78354,78354,Travel,2024-07-11,-36.2,32.6,-9.3,27.3,36.0,74.9,39.0,36.5,41.7,28.4,54.7,64.5,12.8,10.0,2024-09-11
78355,78355,Financial Loss,2022-03-27,-38.9,43.6,-15.3,31.1,33.0,50.1,38.8,45.4,39.3,42.5,53.2,9.9,-1.5,2.4,2022-06-05
78356,78356,Accident,2025-12-18,1.1,1.3,5.4,0.0,9.0,27.6,57.0,28.4,30.8,59.3,56.5,17.5,29.8,45.6,2026-03-17
78357,78357,Promotion,2023-10-02,-10.7,0.0,-10.5,2.7,0.0,47.5,79.2,59.2,65.0,64.4,29.8,8.5,29.7,53.9,2023-10-05
78358,78358,Relocation,2025-09-08,39.2,40.3,5.7,20.0,17.0,63.8,59.9,23.0,37.5,38.8,9.3,40.0,15.1,30.3,2025-10-19
78359,78359,Illness,2023-05-25,-23.5,21.5,-23.9,13.6,21.0,60.5,47.6,37.3,66.7,33.8,48.1,43.9,3.7,13.5,2023-07-31
78360,78360,Promotion,2022-09-22,-19.3,22.0,-12.0,9.9,10.0,82.6,30.9,48.0,52.9,30.7,71.7,47.7,8.2,24.5,2022-12-15
78361,78361,Childbirth,2023-01-15,25.6,18.1,-9.3,5.4,29.0,59.4,48.6,35.0,28.2,41.9,20.5,52.8,41.1,46.1,2023-02-03
78362,78362,Job Change,2024-01-16,4.0,0.0,-22.2,7.1,2.0,10.1,74.4,32.1,45.6,58.7,25.2,14.5,2.7,28.7,2024-03-09
78363,78363,Bereavement,2022-04-18,-29.3,34.3,13.6,8.6,11.0,70.6,40.6,53.7,42.1,73.3,46.9,7.4,39.2,41.4,2022-05-04
78364,78364,Illness,2022-02-19,-14.2,7.7,11.0,5.0,10.0,69.3,82.2,80.1,62.1,80.6,26.8,87.2,42.8,50.2,2022-03-27
78365,78365,Retirement,2023-12-02,35.7,38.6,-0.6,22.0,23.0,67.2,42.6,0.0,12.0,30.1,63.4,13.6,36.5,55.2,2023-12-20
78366,78366,Recovery,2025-10-01,-3.1,3.1,7.7,11.1,6.0,44.9,47.6,49.7,33.8,53.2,60.1,83.0,10.8,21.9,2025-11-14
78367,78367,Relocation,2022-04-08,26.4,14.7,-14.0,0.0,22.0,26.7,65.6,35.7,37.8,39.9,41.5,44.0,44.5,56.0,2022-06-18
78368,78368,Promotion,2023-05-05,-2.1,0.0,7.4,12.2,0.0,54.0,48.0,61.3,59.8,44.8,66.7,68.7,34.3,33.7,2023-05-18
78369,78369,Spiritual Awakening,2024-08-19,-20.7,15.4,-10.8,20.3,12.0,36.6,54.8,27.1,13.9,23.6,52.0,29.9,-7.2,10.0,2024-09-22
78370,78370,Divorce,2024-05-05,-54.2,52.4,-16.5,37.6,61.0,37.3,63.6,40.0,71.3,69.2,51.9,21.2,-6.1,14.1,2024-06-16
78371,78371,Divorce,2025-05-03,-22.5,20.6,-51.2,15.1,5.0,67.8,15.0,27.3,46.4,1.4,62.8,34.3,-16.4,-8.8,2025-05-11
78372,78372,Marriage,2023-05-17,-80.2,59.0,8.9,63.4,74.0,68.4,34.3,31.6,36.2,25.5,38.9,62.6,-25.1,-27.7,2023-08-02
78373,78373,Financial Loss,2024-11-16,7.3,24.2,0.1,3.6,17.0,24.3,45.1,52.4,44.6,31.2,69.0,38.4,22.9,16.4,2025-01-18
78374,78374,Layoff,2025-11-10,-18.5,19.3,16.8,8.2,5.0,58.8,56.6,60.1,51.3,49.3,51.0,24.2,17.8,26.0,2025-12-01
78375,78375,Travel,2025-11-15,19.8,20.1,-7.0,21.3,15.0,31.3,46.3,33.7,52.6,28.6,73.8,1.5,38.4,21.8,2026-01-10
78376,78376,Investment Win,2024-04-30,-10.7,17.5,45.6,30.0,15.0,15.3,48.6,6.1,23.8,26.9,66.8,36.3,2.1,19.9,2024-07-05
78377,78377,Retirement,2023-04-06,26.4,4.2,-30.6,33.7,27.0,47.8,21.8,39.2,50.3,44.9,35.4,50.4,47.5,32.4,2023-06-03
78378,78378,Financial Loss,2022-05-28,20.0,24.8,-21.0,14.5,20.0,19.8,58.6,51.4,45.0,55.0,41.0,6.5,38.5,32.4,2022-08-05
78379,78379,Promotion,2025-02-13,-13.6,0.9,5.2,14.9,25.0,48.7,88.1,31.3,42.5,43.3,22.8,84.1,12.3,41.2,2025-02-25
78380,78380,Layoff,2022-07-25,16.7,31.9,-6.9,16.2,18.0,32.7,46.8,13.5,36.7,16.3,48.7,35.7,13.1,22.0,2022-09-04
78381,78381,Spiritual Awakening,2022-03-14,-15.4,11.9,29.8,15.9,20.0,70.7,59.0,50.9,55.2,55.5,32.4,78.8,4.8,28.3,2022-03-31
78382,78382,Financial Loss,2023-11-14,-93.4,77.8,-2.1,50.3,82.0,50.8,75.9,40.9,51.5,44.7,61.3,21.4,-18.4,2.8,2023-11-23
78383,78383,Education Milestone,2023-09-21,-12.0,0.0,24.9,0.0,0.0,19.0,41.4,17.5,33.2,65.1,22.5,75.8,-7.0,5.5,2023-11-10
78384,78384,Recovery,2024-09-12,-69.2,79.0,44.2,44.7,42.0,49.5,45.8,50.9,62.7,47.6,51.5,79.4,-12.5,-5.5,2024-10-19
78385,78385,Promotion,2024-06-26,13.4,16.6,3.2,9.0,5.0,54.5,50.5,53.2,48.4,56.1,38.4,20.6,40.1,36.0,2024-07-04
78386,78386,Recovery,2024-08-11,-33.6,15.8,45.3,15.1,17.0,43.6,48.5,28.3,57.5,12.2,47.0,18.1,11.2,20.8,2024-08-19
78387,78387,Bereavement,2024-10-23,5.8,0.0,-40.7,27.6,1.0,57.7,92.9,45.8,56.5,76.4,49.5,62.3,29.2,49.8,2024-12-09
78388,78388,Bereavement,2024-12-08,-14.6,11.8,22.2,13.0,23.0,56.8,64.1,43.1,53.4,54.4,60.6,22.8,27.6,41.8,2024-12-31
78389,78389,Promotion,2022-10-02,35.8,33.6,-5.6,21.7,38.0,31.5,61.9,20.5,33.8,33.1,39.6,84.2,1.3,38.2,2022-10-08
78390,78390,Recovery,2022-03-11,4.9,0.0,11.2,0.0,17.0,80.6,48.8,46.5,33.1,33.9,77.1,37.3,41.6,39.0,2022-04-07
78391,78391,Retirement,2024-08-10,0.4,0.0,-37.5,16.7,1.0,35.4,41.2,49.3,49.9,2.6,66.8,41.2,16.2,14.9,2024-10-04
78392,78392,Relocation,2023-11-10,-22.5,1.8,32.5,15.5,7.0,73.2,35.2,17.4,31.2,0.8,56.4,65.6,-10.8,10.5,2023-11-15
78393,78393,Promotion,2025-07-17,-42.5,24.2,13.5,25.6,24.0,76.3,70.5,42.8,63.8,39.3,80.5,23.1,-30.8,4.3,2025-09-07
78394,78394,Reconciliation,2025-07-15,68.9,55.0,30.3,43.7,53.0,39.2,42.5,34.1,23.5,27.3,65.0,52.0,23.3,48.8,2025-09-20
78395,78395,Accident,2022-06-19,-10.5,5.9,64.0,8.8,5.0,41.8,49.3,47.8,37.5,15.5,67.1,29.1,18.9,31.3,2022-07-10
78396,78396,Relocation,2022-08-19,15.5,24.9,43.1,2.3,7.0,40.4,43.1,23.2,33.6,25.0,45.6,75.1,14.4,-3.2,2022-09-19
78397,78397,Childbirth,2024-10-16,-12.7,21.3,4.8,0.0,20.0,50.5,36.9,46.8,51.7,26.7,47.6,55.6,-0.5,4.4,2024-10-17
78398,78398,Reconciliation,2024-05-06,-19.5,15.1,-4.9,9.5,18.0,27.1,47.9,57.6,37.3,10.2,35.9,30.6,12.1,16.8,2024-07-22
78399,78399,Layoff,2023-07-11,26.3,31.7,5.5,10.2,17.0,94.3,45.6,53.3,24.1,43.6,78.5,66.8,45.4,40.3,2023-08-08
78400,78400,Investment Win,2025-09-05,30.5,18.0,-33.0,27.2,20.0,35.3,37.0,33.3,24.6,35.0,71.7,26.7,16.3,26.7,2025-10-21
78401,78401,Travel,2022-03-27,-12.8,21.9,6.7,16.7,30.0,52.3,41.0,30.2,36.6,24.0,40.3,34.8,25.8,37.0,2022-05-27
78402,78402,Spiritual Awakening,2025-05-24,-0.9,15.4,36.5,5.3,5.0,47.1,27.2,44.9,45.9,53.1,78.4,34.4,12.6,28.7,2025-07-02
78403,78403,Bereavement,2022-10-30,-7.5,4.1,19.1,0.0,11.0,45.7,59.4,58.8,62.0,48.1,60.4,30.2,25.4,39.7,2022-11-29
78404,78404,Promotion,2024-03-26,-5.2,18.5,34.6,3.8,7.0,100.0,67.2,47.8,58.9,24.7,49.1,68.5,25.6,51.8,2024-04-28
78405,78405,Promotion,2025-04-30,-32.6,42.9,4.0,13.9,15.0,51.4,28.7,24.2,17.7,28.3,36.0,22.8,1.4,28.8,2025-05-19
78406,78406,Relocation,2023-11-12,-56.9,70.9,-27.9,39.3,49.0,43.6,62.7,38.2,48.3,48.2,55.5,16.5,-13.3,1.6,2024-01-14
78407,78407,Accident,2022-02-01,17.8,13.4,12.7,16.8,7.0,80.8,43.5,53.7,53.6,46.2,26.6,62.5,10.9,33.7,2022-03-20
78408,78408,Recovery,2025-12-21,-5.2,15.9,-6.7,0.0,0.0,23.9,40.5,23.6,40.4,16.5,28.7,30.0,15.6,14.1,2026-01-09
78409,78409,Illness,2024-08-28,-23.2,27.4,-17.9,4.1,11.0,48.5,36.1,34.8,47.5,0.0,23.8,74.5,1.7,-8.5,2024-11-22
78410,78410,Bereavement,2025-01-13,11.9,21.6,-42.9,7.0,9.0,41.7,75.5,56.2,52.8,25.5,58.6,40.1,48.5,66.3,2025-02-19
78411,78411,Childbirth,2024-02-19,23.8,18.5,20.1,8.9,20.0,30.4,52.7,44.0,54.5,45.9,49.4,65.5,48.2,50.1,2024-05-07
78412,78412,Reconciliation,2023-07-02,21.1,36.2,-34.5,34.1,11.0,54.0,49.6,50.6,56.0,56.2,89.5,4.6,56.3,64.2,2023-08-06
78413,78413,Layoff,2023-11-23,-4.9,7.5,42.3,1.6,0.0,33.0,43.6,58.1,46.0,34.7,49.1,18.0,19.0,34.2,2024-02-19
78414,78414,Relocation,2025-02-11,-9.6,0.0,-18.6,7.6,0.0,25.4,45.4,46.7,53.5,55.0,78.7,14.4,23.1,35.4,2025-03-22
78415,78415,Layoff,2023-08-09,18.2,19.5,-7.4,18.5,13.0,57.5,59.1,47.9,57.4,38.5,36.3,43.7,14.5,17.9,2023-09-23
78416,78416,Retirement,2025-01-27,-2.9,13.3,24.4,0.0,16.0,75.3,49.8,38.4,44.1,29.0,51.7,62.1,4.8,19.2,2025-02-14
78417,78417,Education Milestone,2023-09-01,-3.4,15.1,-2.7,0.0,11.0,20.9,56.4,30.5,40.4,25.8,38.1,1.9,15.0,14.0,2023-11-12
78418,78418,Job Change,2022-01-30,2.0,0.0,-40.6,0.0,6.0,74.3,52.8,40.5,32.6,60.6,68.9,12.8,20.0,32.1,2022-03-18
78419,78419,Accident,2024-12-27,55.8,54.9,-26.2,47.0,54.0,35.8,71.8,36.6,46.8,63.5,26.0,39.5,59.8,62.2,2025-01-30
