env_id,user_id,work_environment,noise_level,family_support,peer_influence,financial_pressure,job_security,work_life_balance,social_pressure,cultural_factor,digital_exposure,internet_usage,community_support,mentor_presence,competition_level,opportunity_index,stress_triggers,growth_opportunities,recorded_at
79258,79258,Remote,46.6,78.9,92.1,19.6,46.0,74.7,43.8,43.8,31.1,78.5,72.9,0,62.9,77.4,58.8,46.6,2025-06-30
79259,79259,Office,49.4,46.4,100.0,0.0,78.9,45.9,38.3,21.0,46.3,34.7,68.0,1,27.1,47.6,45.5,35.6,2025-06-30
79260,79260,Remote,21.9,56.4,56.4,62.4,40.1,52.3,53.0,80.1,61.5,79.2,27.2,1,60.0,71.1,61.1,59.2,2025-06-30
79261,79261,Outdoor,32.4,61.1,56.6,0.0,70.1,25.2,73.5,33.2,29.3,58.0,71.0,0,50.8,80.3,60.6,63.6,2025-06-30
79262,79262,Home,60.4,75.2,40.5,25.0,33.0,87.7,41.7,53.1,20.2,40.5,58.1,1,24.2,100.0,50.7,93.7,2025-06-30
79263,79263,Remote,51.1,56.6,38.1,19.3,79.7,70.4,35.8,44.6,27.4,54.7,39.6,1,53.4,71.7,78.9,47.7,2025-06-30
79264,79264,Hybrid,33.4,68.4,24.9,0.0,68.1,59.1,71.5,47.7,56.0,58.5,44.3,0,78.4,35.1,35.0,28.7,2025-06-30
79265,79265,Outdoor,100.0,58.6,56.9,36.5,71.7,66.8,68.4,89.2,30.1,36.1,53.4,0,56.8,65.8,79.8,76.5,2025-06-30
79266,79266,Home,40.0,69.4,42.7,11.3,72.2,59.8,82.9,28.8,45.1,80.6,83.4,1,69.4,58.7,40.5,58.8,2025-06-30
79267,79267,Remote,63.1,90.1,4.4,69.5,36.2,78.4,0.0,54.6,51.8,44.4,40.2,0,79.9,46.6,2.2,64.8,2025-06-30
79268,79268,Office,46.6,92.4,32.1,12.4,49.8,65.5,35.2,32.7,57.5,59.7,41.6,0,53.6,0.0,72.9,31.2,2025-06-30
79269,79269,Field,36.5,68.5,27.3,5.0,62.6,48.9,18.8,41.7,16.9,75.2,62.3,0,46.5,78.2,58.3,52.2,2025-06-30
79270,79270,Remote,15.6,69.8,31.7,50.1,61.2,52.9,83.4,44.8,0.5,41.0,67.9,1,42.8,77.7,45.9,60.0,2025-06-30
79271,79271,Office,25.1,74.3,62.7,13.8,80.7,55.8,15.2,49.5,59.2,59.8,15.5,0,58.5,49.1,39.7,52.6,2025-06-30
79272,79272,Factory,50.0,84.1,82.8,24.3,60.3,81.8,57.6,44.2,51.7,70.1,26.6,1,58.7,82.2,53.6,61.4,2025-06-30
79273,79273,Remote,82.4,74.1,24.3,34.1,60.3,35.0,16.3,47.0,18.4,49.2,49.8,1,55.5,37.4,30.5,42.3,2025-06-30
79274,79274,Outdoor,45.6,67.4,58.7,80.1,62.1,82.5,49.3,60.6,47.1,57.3,91.4,0,51.4,42.4,28.7,49.1,2025-06-30
79275,79275,Office,57.3,57.7,36.4,0.0,72.4,59.5,49.4,51.8,28.8,64.3,54.1,0,48.5,66.7,57.2,57.2,2025-06-30
79276,79276,Home,30.1,74.4,75.9,6.2,34.6,94.8,64.8,30.9,40.5,75.4,47.2,0,87.6,17.6,27.1,13.4,2025-06-30
79277,79277,Home,44.3,40.4,82.4,64.1,65.2,100.0,47.1,59.2,40.7,56.6,56.3,0,20.2,54.5,63.7,56.7,2025-06-30
79278,79278,Outdoor,23.1,59.8,53.8,57.9,69.7,33.0,64.2,70.0,10.7,77.9,31.7,1,12.4,52.0,56.2,58.1,2025-06-30
79279,79279,Outdoor,53.8,100.0,59.9,17.7,65.6,55.9,48.0,73.8,25.2,82.8,19.5,1,59.3,88.1,38.3,56.4,2025-06-30
79280,79280,Remote,14.0,97.7,62.2,43.4,40.9,18.3,90.6,19.2,3.0,59.4,19.5,0,57.5,33.7,49.1,27.4,2025-06-30
79281,79281,Field,27.6,50.9,83.3,24.0,28.5,68.2,50.4,42.9,31.3,20.6,30.8,1,67.0,53.7,35.8,37.1,2025-06-30
79282,79282,Factory,62.9,86.1,13.0,17.4,65.4,44.0,41.0,39.7,31.8,74.8,47.4,0,34.7,31.8,48.6,49.3,2025-06-30
79283,79283,Factory,24.1,81.3,40.5,51.4,13.3,88.2,51.1,57.0,74.0,72.0,63.4,0,39.2,55.3,50.6,63.3,2025-06-30
79284,79284,Field,45.6,100.0,48.4,40.3,96.7,52.7,40.7,66.6,21.0,58.5,74.9,0,34.9,55.6,87.9,50.5,2025-06-30
79285,79285,Remote,53.7,44.5,48.9,27.2,51.3,63.5,45.4,34.3,45.6,83.4,31.4,0,43.3,30.6,46.2,48.6,2025-06-30
79286,79286,Factory,41.1,56.0,40.8,0.0,37.0,59.7,59.6,44.6,25.2,61.9,57.4,0,34.1,79.2,0.0,72.8,2025-06-30
79287,79287,Outdoor,95.1,57.8,43.4,0.0,46.6,31.6,45.9,49.9,24.1,100.0,30.4,0,55.3,16.8,48.6,35.1,2025-06-30
79288,79288,Home,14.2,91.7,74.3,6.1,43.9,71.1,66.4,16.0,69.8,78.0,28.8,1,39.9,60.5,72.5,62.0,2025-06-30
79289,79289,Office,69.7,61.9,83.4,74.4,46.9,62.1,42.5,27.7,23.6,43.5,49.6,1,73.5,33.4,55.3,55.5,2025-06-30
79290,79290,Remote,54.7,43.8,69.6,17.1,40.4,20.8,49.1,33.5,3.2,49.6,74.4,0,59.7,52.0,35.1,53.9,2025-06-30
79291,79291,Field,72.2,100.0,9.9,15.9,58.3,90.0,40.8,45.6,43.4,26.0,38.6,1,31.5,57.3,42.3,46.5,2025-06-30
79292,79292,Outdoor,64.3,54.7,100.0,38.8,52.4,47.7,44.1,37.5,50.8,76.5,57.3,0,70.4,37.9,92.7,42.2,2025-06-30
79293,79293,Office,79.4,82.6,60.8,1.8,61.3,49.6,18.9,88.4,59.1,63.0,51.6,0,44.1,44.8,59.3,32.8,2025-06-30
79294,79294,Field,65.2,53.4,42.0,57.5,58.8,87.7,18.9,32.6,32.0,67.3,39.8,0,92.0,82.7,78.8,75.6,2025-06-30
79295,79295,Factory,66.0,91.3,47.2,70.2,72.9,50.7,26.3,66.7,27.0,30.7,14.3,0,56.1,76.7,82.6,68.5,2025-06-30
79296,79296,Office,58.1,58.6,74.4,51.3,54.0,77.1,64.0,41.2,13.1,80.3,20.8,0,34.9,64.5,46.2,76.1,2025-06-30
79297,79297,Factory,0.0,61.1,31.7,39.9,52.9,36.7,51.9,47.3,23.0,72.7,44.0,1,63.0,76.5,44.0,79.1,2025-06-30
79298,79298,Remote,51.1,52.0,89.0,1.6,83.5,66.5,72.8,32.5,38.8,44.6,61.2,0,59.6,57.7,84.6,44.1,2025-06-30
79299,79299,Field,69.7,81.5,63.9,38.5,85.7,25.6,49.1,37.5,56.6,43.2,52.3,1,32.2,61.3,77.3,52.2,2025-06-30
79300,79300,Field,66.7,58.8,50.9,12.4,79.1,69.6,65.2,39.3,3.3,28.2,39.3,0,28.3,67.0,50.6,61.0,2025-06-30
79301,79301,Hybrid,27.8,9.7,68.2,15.8,59.8,46.5,87.6,26.4,43.1,51.2,27.2,0,14.6,37.8,23.8,40.1,2025-06-30
79302,79302,Factory,38.8,81.3,53.0,40.0,65.4,67.5,57.0,53.7,68.0,34.8,45.3,0,92.0,45.4,79.5,26.1,2025-06-30
79303,79303,Outdoor,87.4,49.4,48.8,89.9,60.8,52.2,43.1,41.9,68.8,77.7,54.1,0,83.6,35.7,89.6,52.7,2025-06-30
79304,79304,Field,34.0,66.1,52.7,6.6,54.6,77.1,45.9,59.9,46.0,80.6,69.6,0,55.1,93.1,34.5,56.9,2025-06-30
79305,79305,Factory,54.6,59.6,52.0,43.3,24.9,39.2,30.8,84.3,21.1,0.0,25.5,0,54.7,41.2,61.8,37.0,2025-06-30
79306,79306,Home,64.7,86.8,37.8,53.9,71.9,48.0,16.2,82.6,28.0,40.2,41.2,0,22.2,70.5,26.3,52.7,2025-06-30
79307,79307,Outdoor,63.0,61.0,43.3,5.5,67.1,66.9,82.9,38.3,37.6,34.4,63.4,1,16.2,73.6,39.9,58.7,2025-06-30
79308,79308,Office,52.4,52.7,31.6,86.6,77.0,81.6,59.8,21.0,59.5,70.1,62.5,0,100.0,27.1,66.3,49.8,2025-06-30
79309,79309,Office,33.6,46.3,52.5,34.0,60.9,80.6,68.8,70.8,42.9,37.6,59.3,0,43.8,47.6,1.0,32.9,2025-06-30
79310,79310,Field,39.6,71.6,32.1,44.4,66.5,63.5,36.2,56.0,32.6,50.0,44.2,0,6.0,55.4,71.4,61.7,2025-06-30
79311,79311,Remote,21.7,97.7,57.2,0.0,75.1,72.6,50.9,60.0,18.8,47.2,44.4,0,23.6,66.4,64.3,61.5,2025-06-30
79312,79312,Remote,65.3,45.0,5.5,28.9,44.1,99.8,52.2,27.1,10.0,27.9,32.1,1,40.6,72.4,22.2,56.2,2025-06-30
79313,79313,Hybrid,40.3,18.6,59.6,28.7,66.4,45.8,17.9,24.1,31.4,13.4,74.3,0,76.5,37.6,51.6,48.7,2025-06-30
79314,79314,Remote,64.1,81.1,49.6,42.9,70.8,68.9,62.8,64.3,66.0,30.0,58.1,1,67.7,42.1,41.5,44.2,2025-06-30
79315,79315,Home,57.4,63.2,79.0,83.9,45.7,62.9,27.7,59.3,13.2,40.7,58.9,0,50.9,52.1,51.0,82.3,2025-06-30
79316,79316,Factory,60.5,70.1,71.5,60.9,64.6,75.6,37.5,55.5,30.9,51.2,53.8,1,21.4,65.5,60.6,39.2,2025-06-30
79317,79317,Home,46.1,68.7,73.8,56.6,59.3,67.4,100.0,46.7,53.8,67.8,58.7,0,75.9,80.2,51.4,56.0,2025-06-30
79318,79318,Hybrid,45.1,45.7,20.7,16.4,17.5,72.3,72.2,42.7,46.5,75.2,40.0,1,64.8,61.0,100.0,12.3,2025-06-30
79319,79319,Hybrid,38.5,55.2,63.3,35.1,66.8,88.5,57.1,85.2,53.7,61.2,64.6,0,3.8,54.5,78.3,52.5,2025-06-30
79320,79320,Outdoor,36.5,55.2,57.7,86.3,47.5,53.4,55.3,61.0,29.1,95.1,43.8,0,55.2,75.9,38.6,86.6,2025-06-30
79321,79321,Remote,49.9,57.5,38.5,86.2,11.4,74.1,50.4,56.8,43.4,75.2,69.2,0,30.5,26.4,35.6,14.8,2025-06-30
79322,79322,Remote,30.0,42.5,54.4,89.7,72.2,48.8,27.6,58.0,37.7,42.3,14.1,0,34.7,72.0,37.5,67.0,2025-06-30
79323,79323,Remote,53.7,62.0,74.0,42.0,21.7,34.5,36.3,51.0,22.2,37.9,21.5,1,87.1,74.9,69.3,75.3,2025-06-30
79324,79324,Office,50.6,81.1,64.2,0.0,46.5,56.5,47.1,87.4,33.1,85.9,48.6,1,49.3,78.0,53.0,83.6,2025-06-30
79325,79325,Outdoor,75.8,50.3,29.6,50.2,33.4,42.7,44.6,62.8,10.1,37.4,63.7,1,76.8,55.5,75.2,41.4,2025-06-30
79326,79326,Factory,41.1,53.4,21.5,40.3,60.4,51.5,48.5,37.2,43.9,87.5,66.2,0,70.5,51.2,46.7,60.5,2025-06-30
79327,79327,Remote,42.4,70.5,65.1,0.0,80.4,67.6,53.0,47.7,35.0,57.4,59.7,0,1.1,64.4,79.2,68.6,2025-06-30
79328,79328,Hybrid,34.3,68.4,0.0,40.4,74.8,53.5,34.5,80.4,28.2,41.3,51.6,0,56.6,68.0,74.5,57.6,2025-06-30
79329,79329,Remote,45.1,61.4,35.9,30.2,46.2,64.4,74.4,53.1,58.3,73.4,10.0,0,16.7,81.2,55.9,62.9,2025-06-30
79330,79330,Office,49.8,58.2,51.1,0.0,71.6,59.3,28.1,45.7,51.9,19.8,43.8,0,69.3,57.1,73.4,53.1,2025-06-30
79331,79331,Factory,1.2,47.7,14.8,34.8,32.8,73.5,34.4,49.7,14.2,60.0,77.4,0,29.1,63.5,91.4,53.1,2025-06-30
79332,79332,Remote,33.6,96.1,61.9,0.0,48.5,69.8,28.5,54.7,20.6,33.8,72.7,1,56.5,63.9,73.1,46.4,2025-06-30
79333,79333,Outdoor,26.2,74.0,8.1,52.2,57.6,71.3,41.3,87.1,54.6,44.9,93.3,1,71.2,74.2,74.9,58.2,2025-06-30
79334,79334,Outdoor,58.6,81.2,21.3,37.5,9.8,53.5,46.1,53.5,0.0,84.1,33.4,0,36.2,100.0,45.6,81.6,2025-06-30
79335,79335,Outdoor,41.6,78.3,72.4,19.4,84.5,96.8,39.0,63.0,43.5,100.0,65.7,1,51.4,60.1,52.0,50.7,2025-06-30
79336,79336,Office,53.3,60.1,52.9,40.8,54.6,92.7,46.3,53.0,45.1,97.9,43.9,1,24.5,31.7,54.1,43.3,2025-06-30
79337,79337,Hybrid,77.9,73.7,90.3,64.1,78.0,57.6,39.5,62.7,36.6,67.5,67.0,0,30.3,25.4,32.0,31.1,2025-06-30
79338,79338,Field,43.7,53.8,28.8,54.5,70.6,65.4,55.7,58.9,53.4,87.2,37.5,0,15.0,62.3,59.3,58.8,2025-06-30
79339,79339,Factory,47.6,60.4,48.2,21.7,57.0,83.6,66.9,44.4,40.8,56.7,72.3,0,0.0,74.7,24.9,54.3,2025-06-30
79340,79340,Hybrid,40.8,73.0,39.3,0.0,62.0,78.8,40.5,18.2,76.2,64.8,50.3,0,28.5,37.7,78.4,29.0,2025-06-30
79341,79341,Remote,37.3,44.9,70.9,16.0,39.3,37.1,63.5,55.8,36.7,90.1,82.7,1,59.1,100.0,59.0,79.0,2025-06-30
79342,79342,Outdoor,78.3,89.3,92.4,47.7,50.6,56.8,42.2,25.3,40.7,77.7,55.5,0,58.9,15.6,67.5,10.6,2025-06-30
79343,79343,Outdoor,23.8,39.8,37.7,70.8,26.2,79.5,60.7,42.8,25.2,70.9,95.7,0,5.6,100.0,60.3,56.2,2025-06-30
79344,79344,Hybrid,41.1,49.5,34.9,62.4,73.2,59.2,55.8,51.9,19.8,93.0,59.7,0,41.5,81.5,49.8,62.6,2025-06-30
79345,79345,Outdoor,18.9,73.2,45.7,40.3,36.9,40.0,68.2,82.1,62.1,40.5,36.1,0,51.5,53.6,45.6,54.5,2025-06-30
79346,79346,Outdoor,35.3,29.9,60.0,44.6,63.9,54.1,98.9,73.8,34.3,91.1,41.4,1,65.5,56.6,50.2,51.8,2025-06-30
79347,79347,Office,46.3,64.6,62.6,27.3,81.8,61.0,39.8,37.9,35.2,24.8,36.8,0,63.9,74.1,57.9,59.5,2025-06-30
79348,79348,Outdoor,52.0,67.8,37.2,70.8,42.3,58.9,69.9,87.4,52.2,50.3,55.5,0,80.1,54.4,1.3,42.5,2025-06-30
79349,79349,Remote,35.9,55.8,63.2,17.3,58.5,71.9,52.3,18.7,25.7,48.5,50.1,0,54.0,86.2,82.7,48.4,2025-06-30
79350,79350,Field,79.3,66.9,26.3,47.1,32.4,18.9,76.1,73.9,11.8,51.2,55.8,0,11.9,55.9,79.4,80.7,2025-06-30
79351,79351,Remote,56.7,60.2,91.7,43.1,73.9,69.0,68.8,86.9,23.7,67.9,55.9,1,25.0,52.5,36.3,43.3,2025-06-30
79352,79352,Remote,6.3,74.1,65.8,31.5,100.0,62.1,74.2,31.2,29.7,72.6,53.3,1,69.0,100.0,80.4,78.3,2025-06-30
79353,79353,Field,38.9,93.1,30.3,52.0,80.9,44.4,54.6,24.6,0.0,65.8,100.0,0,59.7,65.4,55.8,59.8,2025-06-30
79354,79354,Home,36.4,74.3,62.3,20.7,32.2,61.7,53.1,38.5,43.8,72.7,83.9,0,43.2,58.9,42.7,48.1,2025-06-30
79355,79355,Factory,76.5,37.9,69.2,50.1,49.0,38.7,53.8,47.1,24.8,78.9,22.4,0,81.7,78.9,49.8,59.4,2025-06-30
79356,79356,Hybrid,78.5,47.9,46.2,0.0,64.7,81.0,25.3,17.4,52.2,45.8,34.8,1,43.4,50.2,45.4,71.9,2025-06-30
79357,79357,Factory,61.8,67.4,68.8,0.0,39.3,46.9,55.6,39.2,28.2,62.6,9.5,0,77.6,73.8,75.7,58.2,2025-06-30
79358,79358,Office,54.9,63.7,16.3,43.8,23.1,51.8,60.2,62.4,35.0,21.1,19.8,1,47.4,90.3,74.4,49.2,2025-06-30
79359,79359,Remote,72.8,72.7,47.6,19.4,22.9,32.0,36.0,60.8,48.2,35.9,37.5,0,43.2,83.6,64.4,41.4,2025-06-30
79360,79360,Field,47.7,85.5,48.2,33.0,48.8,54.0,47.5,36.3,62.1,38.2,43.4,1,52.5,76.6,65.0,76.0,2025-06-30
79361,79361,Office,57.4,61.1,85.6,43.5,71.1,60.7,10.6,71.1,21.2,37.3,55.6,1,71.4,55.0,68.9,51.7,2025-06-30
79362,79362,Hybrid,22.7,90.8,56.3,48.5,11.0,57.3,28.8,52.3,21.4,52.0,66.4,0,75.5,10.5,64.3,35.4,2025-06-30
79363,79363,Home,55.8,55.5,55.4,9.1,66.8,27.7,81.9,22.8,43.5,65.8,59.1,1,38.4,62.5,42.3,43.6,2025-06-30
79364,79364,Outdoor,38.4,41.1,83.6,77.1,79.3,78.1,37.2,22.8,14.0,91.0,75.9,0,89.2,36.4,57.3,47.3,2025-06-30
79365,79365,Remote,39.4,57.7,49.9,0.0,53.8,74.6,58.4,59.4,61.4,60.5,23.2,0,52.9,52.6,51.7,69.3,2025-06-30
79366,79366,Factory,36.6,72.7,39.6,25.5,36.8,94.1,82.4,29.1,58.5,48.1,76.5,1,40.9,20.0,11.1,50.8,2025-06-30
79367,79367,Home,49.4,78.2,45.1,32.4,72.1,77.8,37.8,70.0,41.1,57.5,37.9,0,23.8,84.9,32.9,83.5,2025-06-30
79368,79368,Outdoor,36.8,73.0,58.2,45.9,62.1,80.0,53.6,33.9,35.6,22.1,53.0,1,30.7,43.7,71.4,28.5,2025-06-30
79369,79369,Office,54.7,63.7,75.3,18.9,31.2,74.0,61.6,60.5,14.8,87.9,69.1,0,38.6,72.1,36.1,54.1,2025-06-30
79370,79370,Office,30.4,51.7,40.8,58.0,67.1,84.2,50.2,51.2,25.9,68.0,38.7,0,42.1,77.1,28.7,55.7,2025-06-30
79371,79371,Hybrid,29.6,35.6,54.3,36.2,96.2,35.2,34.8,95.6,22.3,72.0,85.6,1,55.7,72.9,67.2,76.7,2025-06-30
79372,79372,Office,68.4,57.9,51.4,70.0,79.9,71.2,30.2,50.1,47.1,80.9,69.6,0,99.3,68.8,66.1,53.1,2025-06-30
79373,79373,Office,46.2,55.4,52.7,49.3,63.9,59.8,34.4,33.1,62.5,57.5,55.5,0,60.3,64.8,48.3,28.7,2025-06-30
79374,79374,Office,86.7,56.8,49.9,0.0,5.3,88.4,37.8,45.2,38.4,40.9,84.1,1,36.7,52.1,100.0,41.1,2025-06-30
79375,79375,Field,58.2,56.2,0.0,22.7,61.4,41.8,31.1,47.4,28.0,20.9,33.5,1,88.7,62.4,15.1,56.7,2025-06-30
79376,79376,Factory,47.6,48.0,44.2,26.0,48.5,58.6,28.7,19.7,16.6,57.0,64.1,0,55.6,78.7,76.8,90.2,2025-06-30
79377,79377,Office,58.8,100.0,74.2,96.5,61.7,34.2,82.7,40.0,43.7,85.6,17.0,0,59.7,61.6,53.9,65.8,2025-06-30
79378,79378,Factory,28.8,9.2,47.6,23.7,53.3,56.4,39.7,38.1,35.0,53.6,60.7,1,55.5,10.6,40.9,9.5,2025-06-30
79379,79379,Field,95.5,81.5,49.3,59.7,70.9,54.0,36.9,43.6,19.6,54.6,82.3,0,74.2,86.5,55.9,71.4,2025-06-30
79380,79380,Outdoor,19.2,82.8,67.7,44.7,53.4,41.9,39.8,42.5,70.2,39.0,31.3,0,38.6,67.1,48.4,72.5,2025-06-30
79381,79381,Remote,68.8,78.4,64.7,23.9,74.2,52.5,91.2,79.9,26.6,83.8,49.6,1,12.5,50.6,53.7,64.9,2025-06-30
79382,79382,Remote,68.9,65.0,59.0,49.4,20.9,47.8,38.4,54.6,25.6,50.8,100.0,0,25.9,47.9,27.2,49.2,2025-06-30
79383,79383,Factory,15.6,32.1,51.5,10.6,22.4,66.1,56.3,71.0,38.4,50.7,61.0,1,0.0,79.0,50.9,82.8,2025-06-30
79384,79384,Factory,53.8,70.0,81.3,27.6,46.0,55.7,13.3,34.6,49.1,38.0,42.5,1,33.6,98.3,36.5,66.7,2025-06-30
79385,79385,Outdoor,48.4,83.3,65.8,56.6,64.8,36.9,30.0,42.8,69.6,34.6,47.2,0,45.7,91.3,72.1,80.7,2025-06-30
79386,79386,Office,21.0,69.2,55.6,26.4,78.6,74.9,87.4,41.0,28.3,45.8,53.7,0,35.9,64.6,7.2,50.0,2025-06-30
79387,79387,Outdoor,70.1,39.1,71.1,54.7,21.6,29.0,30.4,65.6,43.3,89.4,51.4,0,54.1,58.6,79.3,44.5,2025-06-30
79388,79388,Field,34.2,87.6,47.4,27.4,64.2,71.8,73.0,77.0,39.9,68.6,19.0,1,38.5,79.4,55.3,67.1,2025-06-30
79389,79389,Hybrid,55.1,65.2,62.2,66.7,59.8,40.2,34.4,53.5,62.2,86.6,77.2,0,29.0,70.8,52.9,75.5,2025-06-30
79390,79390,Field,68.1,78.6,27.2,34.1,63.5,60.8,58.7,27.0,35.5,70.2,44.2,0,31.6,19.1,39.6,57.6,2025-06-30
79391,79391,Outdoor,28.0,71.9,48.2,60.8,68.7,57.6,34.7,80.1,30.7,23.9,59.4,0,55.7,58.7,37.9,65.8,2025-06-30
79392,79392,Outdoor,28.3,52.7,43.6,40.1,67.7,78.5,31.9,36.7,49.0,55.6,57.5,0,93.2,38.3,50.5,27.2,2025-06-30
79393,79393,Hybrid,54.8,67.4,57.0,51.8,59.4,44.5,44.1,71.8,31.0,69.0,55.8,0,75.6,44.2,39.7,20.4,2025-06-30
79394,79394,Office,52.9,45.5,46.6,6.6,54.5,40.0,24.6,52.0,27.9,54.4,61.5,0,61.2,72.4,53.7,62.9,2025-06-30
79395,79395,Outdoor,37.8,69.8,44.6,56.9,88.9,81.5,44.0,26.8,38.9,35.4,59.0,0,55.0,54.3,54.9,43.0,2025-06-30
79396,79396,Home,42.2,73.6,44.7,68.7,58.1,61.6,25.7,23.5,31.0,47.6,10.7,0,27.4,42.9,50.8,57.2,2025-06-30
79397,79397,Remote,63.5,67.0,16.6,42.5,67.2,59.0,31.7,45.2,54.5,56.9,54.9,1,0.0,81.6,53.7,84.8,2025-06-30
79398,79398,Factory,75.7,53.4,50.7,82.4,78.6,79.7,33.5,48.4,16.9,84.2,54.7,0,83.9,88.5,65.0,79.2,2025-06-30
79399,79399,Factory,40.4,59.6,37.3,56.6,75.6,54.2,46.7,60.5,9.6,45.4,92.1,1,72.3,15.5,65.0,16.4,2025-06-30
79400,79400,Hybrid,51.0,27.6,57.5,48.2,75.1,58.3,77.7,39.8,41.9,20.2,15.1,0,64.9,47.6,78.8,25.7,2025-06-30
79401,79401,Home,54.8,70.6,30.9,31.3,100.0,59.0,44.0,79.7,29.5,100.0,25.5,0,43.4,43.6,20.7,52.8,2025-06-30
79402,79402,Factory,80.6,41.3,40.0,72.3,49.2,80.4,32.0,39.6,3.2,55.8,23.4,1,50.3,54.7,43.5,47.5,2025-06-30
79403,79403,Factory,83.6,79.8,47.0,56.6,76.3,40.7,53.8,48.7,62.3,71.3,42.9,1,93.6,7.3,91.0,13.2,2025-06-30
79404,79404,Factory,38.0,37.8,52.0,77.8,89.7,33.7,62.8,19.7,29.1,80.8,33.9,0,50.5,76.6,56.6,51.2,2025-06-30
79405,79405,Outdoor,33.5,39.8,15.0,37.6,44.7,43.3,73.5,49.6,47.8,48.9,64.2,1,57.3,87.0,56.9,68.1,2025-06-30
79406,79406,Field,58.4,100.0,12.7,37.9,70.6,80.8,56.9,57.5,28.4,51.4,63.6,0,22.3,65.1,53.2,56.0,2025-06-30
79407,79407,Hybrid,40.9,51.8,23.9,56.0,93.8,81.5,58.0,66.0,43.5,58.7,30.2,0,55.7,64.3,57.0,62.9,2025-06-30
79408,79408,Office,48.0,61.3,32.6,31.9,70.3,64.4,5.0,49.8,3.1,88.3,16.4,0,63.1,71.3,77.1,58.4,2025-06-30
79409,79409,Home,50.6,49.4,69.8,83.4,82.0,82.8,68.3,74.4,20.7,57.6,39.6,1,33.2,52.0,67.9,36.3,2025-06-30
79410,79410,Field,47.5,59.5,27.3,33.1,63.5,45.6,55.7,54.8,38.6,51.9,33.5,0,50.7,59.7,57.0,42.3,2025-06-30
79411,79411,Field,24.8,47.8,16.8,0.0,41.0,53.2,36.3,22.1,38.2,67.1,59.0,0,35.0,56.7,55.0,40.0,2025-06-30
79412,79412,Remote,49.9,83.8,63.8,52.7,54.9,59.1,47.8,26.6,27.5,59.9,28.1,0,87.3,53.8,46.3,34.2,2025-06-30
79413,79413,Office,48.5,16.5,33.4,33.3,86.3,47.3,73.4,66.6,43.0,70.5,44.5,1,62.4,49.3,73.6,44.8,2025-06-30
79414,79414,Remote,61.4,52.4,58.6,44.9,44.4,43.7,14.0,31.0,43.9,62.3,59.7,0,19.2,57.6,72.5,53.4,2025-06-30
79415,79415,Factory,25.6,87.6,0.4,0.0,93.0,31.0,75.3,65.9,36.6,73.6,18.7,1,73.1,88.0,52.4,77.1,2025-06-30
79416,79416,Hybrid,40.3,100.0,82.1,0.0,56.9,68.3,48.6,43.7,31.4,82.6,77.5,1,32.0,0.0,55.9,27.9,2025-06-30
79417,79417,Remote,35.3,87.0,48.4,23.0,83.5,34.7,54.4,99.5,10.7,61.5,62.3,0,42.0,22.3,64.7,48.5,2025-06-30
79418,79418,Remote,43.0,44.9,38.7,36.9,32.6,65.0,48.8,83.7,37.5,58.3,43.5,0,89.6,36.1,50.2,32.5,2025-06-30
79419,79419,Office,18.7,45.2,66.4,17.9,93.2,77.9,17.3,62.1,19.4,55.7,53.1,0,82.6,37.4,24.2,45.0,2025-06-30
79420,79420,Remote,29.9,79.9,43.2,13.0,71.1,58.3,57.0,55.8,25.6,56.9,45.5,1,44.7,26.8,14.8,31.8,2025-06-30
79421,79421,Factory,29.8,55.5,67.8,34.8,43.4,63.5,48.5,67.3,66.2,42.9,31.0,0,37.4,51.2,55.4,73.8,2025-06-30
79422,79422,Field,24.9,52.4,71.8,44.3,32.8,78.5,95.5,28.3,5.9,35.0,40.4,1,54.0,63.8,27.9,59.3,2025-06-30
79423,79423,Hybrid,32.3,79.3,92.2,52.9,77.6,78.7,51.2,67.0,35.8,77.8,56.8,0,34.7,42.6,74.0,50.7,2025-06-30
79424,79424,Hybrid,42.5,55.7,55.8,53.1,18.5,68.9,72.5,60.7,32.3,22.1,63.5,1,51.7,78.5,56.3,60.7,2025-06-30
79425,79425,Factory,57.5,100.0,62.5,34.0,56.1,87.8,71.1,54.9,58.6,45.4,56.5,0,6.0,39.1,39.1,50.5,2025-06-30
79426,79426,Office,60.0,61.4,20.5,8.9,95.0,57.0,80.4,63.9,48.2,35.6,51.2,1,41.7,29.6,37.8,51.4,2025-06-30
79427,79427,Home,29.6,26.9,38.6,0.0,64.4,70.9,93.6,52.2,39.1,31.4,99.1,0,48.3,57.7,74.9,59.7,2025-06-30
79428,79428,Outdoor,61.1,68.4,52.5,46.3,87.5,49.4,65.7,60.6,26.3,42.3,69.9,0,24.9,65.9,48.5,62.0,2025-06-30
79429,79429,Factory,65.5,61.3,42.2,35.0,66.7,44.5,81.6,14.0,0.0,39.0,34.1,0,31.0,55.2,33.4,69.6,2025-06-30
79430,79430,Factory,85.2,46.7,36.7,66.3,83.9,60.7,48.6,39.8,44.9,68.0,4.2,1,74.5,45.3,55.8,46.9,2025-06-30
79431,79431,Factory,75.8,61.3,58.3,58.6,32.5,47.4,39.4,62.3,44.0,19.3,87.3,1,27.5,62.4,54.9,55.5,2025-06-30
79432,79432,Remote,51.7,35.7,29.7,47.1,30.9,56.7,70.9,44.8,38.6,84.0,23.9,0,22.3,60.7,42.8,61.7,2025-06-30
